,saa_objectives,grader_objectives,grader_greedy_objectives,grader_random_objectives
769,11.0,2.0,9.0,6.0
770,8.0,6.0,9.0,5.0
771,9.0,3.0,8.0,12.0
772,9.0,7.0,5.0,9.0
773,11.0,8.0,7.0,8.0
774,11.0,6.0,4.0,13.0
775,8.0,3.0,11.0,9.0
776,7.0,6.0,5.0,10.0
777,9.0,9.0,2.0,7.0
778,10.0,7.0,8.0,8.0
779,10.0,6.0,4.0,6.0
780,10.0,7.0,6.0,7.0
781,8.0,11.0,6.0,11.0
782,10.0,4.0,10.0,6.0
783,10.0,7.0,8.0,10.0
784,7.0,6.0,2.0,7.0
785,8.0,7.0,3.0,10.0
786,8.0,7.0,7.0,3.0
787,7.0,6.0,9.0,3.0
788,11.0,4.0,9.0,20.0
789,10.0,6.0,5.0,8.0
790,11.0,5.0,4.0,7.0
791,7.0,5.0,0.0,7.0
792,6.0,3.0,5.0,5.0
793,4.0,5.0,3.0,12.0
794,15.0,7.0,4.0,11.0
795,8.0,3.0,8.0,8.0
796,8.0,4.0,6.0,5.0
797,11.0,6.0,6.0,11.0
798,6.0,7.0,3.0,13.0
799,10.0,3.0,9.0,10.0
800,11.0,4.0,7.0,7.0
801,11.0,5.0,10.0,9.0
802,7.0,9.0,11.0,10.0
803,6.0,7.0,2.0,12.0
804,9.0,8.0,6.0,13.0
805,9.0,4.0,2.0,8.0
806,3.0,4.0,4.0,6.0
807,9.0,8.0,6.0,3.0
808,5.0,9.0,4.0,9.0
809,7.0,6.0,8.0,7.0
810,8.0,7.0,4.0,11.0
811,7.0,8.0,7.0,9.0
812,10.0,5.0,9.0,11.0
813,9.0,9.0,6.0,8.0
814,10.0,6.0,6.0,9.0
815,6.0,2.0,10.0,12.0
816,7.0,5.0,3.0,5.0
817,6.0,3.0,3.0,9.0
818,8.0,6.0,6.0,11.0
819,6.0,5.0,6.0,9.0
820,6.0,7.0,9.0,10.0
821,8.0,5.0,9.0,6.0
822,8.0,9.0,2.0,7.0
823,9.0,16.0,7.0,11.0
824,10.0,8.0,10.0,8.0
825,5.0,9.0,7.0,9.0
826,9.0,8.0,9.0,10.0
827,6.0,7.0,5.0,12.0
828,10.0,7.0,9.0,7.0
829,7.0,9.0,4.0,9.0
830,5.0,8.0,9.0,10.0
831,9.0,6.0,4.0,12.0
832,8.0,6.0,5.0,8.0
833,7.0,4.0,6.0,8.0
834,7.0,3.0,4.0,7.0
835,5.0,8.0,7.0,5.0
836,7.0,8.0,5.0,3.0
837,7.0,6.0,6.0,6.0
838,12.0,7.0,9.0,7.0
839,7.0,6.0,6.0,3.0
840,13.0,12.0,6.0,10.0
841,10.0,10.0,11.0,13.0
842,10.0,9.0,6.0,14.0
843,9.0,10.0,4.0,4.0
844,10.0,3.0,5.0,6.0
845,10.0,4.0,2.0,11.0
846,9.0,6.0,6.0,11.0
847,7.0,7.0,6.0,5.0
848,8.0,8.0,6.0,7.0
849,9.0,7.0,4.0,10.0
850,9.0,7.0,7.0,7.0
851,8.0,12.0,8.0,9.0
852,8.0,6.0,3.0,12.0
853,5.0,3.0,2.0,9.0
854,9.0,4.0,4.0,11.0
855,8.0,7.0,12.0,10.0
856,8.0,5.0,11.0,12.0
857,7.0,8.0,11.0,10.0
858,6.0,5.0,6.0,6.0
859,7.0,10.0,6.0,9.0
860,11.0,10.0,8.0,11.0
861,8.0,7.0,4.0,4.0
862,8.0,8.0,5.0,9.0
863,5.0,10.0,2.0,11.0
864,6.0,9.0,11.0,8.0
865,10.0,7.0,8.0,4.0
866,7.0,13.0,4.0,3.0
867,10.0,11.0,3.0,9.0
868,4.0,7.0,4.0,13.0
869,6.0,10.0,5.0,5.0
870,6.0,9.0,6.0,10.0
871,4.0,3.0,9.0,12.0
872,7.0,7.0,2.0,9.0
873,14.0,11.0,5.0,5.0
874,6.0,6.0,5.0,14.0
875,10.0,6.0,6.0,4.0
876,7.0,5.0,5.0,7.0
877,7.0,6.0,5.0,12.0
878,10.0,7.0,10.0,11.0
879,8.0,4.0,8.0,10.0
880,9.0,5.0,9.0,4.0
881,9.0,7.0,11.0,11.0
882,8.0,4.0,8.0,6.0
883,7.0,6.0,4.0,4.0
884,8.0,5.0,10.0,11.0
885,8.0,4.0,8.0,8.0
886,5.0,7.0,9.0,11.0
887,9.0,7.0,7.0,7.0
888,3.0,7.0,10.0,9.0
889,8.0,5.0,8.0,8.0
890,6.0,9.0,8.0,1.0
891,4.0,5.0,4.0,5.0
892,11.0,5.0,1.0,9.0
893,10.0,6.0,6.0,8.0
894,5.0,7.0,8.0,6.0
895,13.0,5.0,5.0,6.0
896,12.0,3.0,11.0,6.0
897,6.0,1.0,4.0,10.0
898,9.0,6.0,3.0,10.0
899,7.0,4.0,5.0,7.0
900,9.0,4.0,6.0,12.0
901,8.0,5.0,5.0,5.0
902,5.0,5.0,10.0,11.0
903,7.0,8.0,8.0,9.0
904,9.0,5.0,6.0,10.0
905,7.0,10.0,4.0,6.0
906,7.0,5.0,3.0,7.0
907,8.0,8.0,2.0,9.0
908,6.0,3.0,9.0,7.0
909,8.0,7.0,3.0,3.0
910,5.0,9.0,4.0,6.0
911,6.0,7.0,6.0,17.0
912,4.0,7.0,2.0,14.0
913,4.0,5.0,4.0,7.0
914,6.0,8.0,6.0,6.0
915,10.0,5.0,4.0,13.0
916,10.0,5.0,4.0,8.0
917,7.0,7.0,8.0,5.0
918,5.0,8.0,7.0,7.0
919,12.0,4.0,4.0,14.0
920,6.0,7.0,5.0,12.0
921,9.0,6.0,3.0,10.0
922,6.0,9.0,8.0,11.0
923,10.0,10.0,3.0,9.0
924,9.0,7.0,6.0,11.0
925,7.0,12.0,13.0,8.0
926,6.0,3.0,7.0,8.0
927,10.0,4.0,9.0,9.0
928,8.0,4.0,2.0,8.0
929,7.0,13.0,7.0,9.0
930,8.0,4.0,3.0,8.0
931,6.0,10.0,6.0,11.0
932,9.0,8.0,7.0,12.0
933,10.0,8.0,4.0,10.0
934,8.0,2.0,3.0,13.0
935,7.0,7.0,6.0,6.0
936,9.0,8.0,8.0,9.0
937,7.0,4.0,7.0,13.0
938,9.0,6.0,9.0,7.0
939,7.0,7.0,8.0,9.0
940,8.0,9.0,6.0,4.0
941,7.0,8.0,11.0,8.0
942,8.0,9.0,9.0,11.0
943,2.0,3.0,2.0,12.0
944,9.0,6.0,5.0,7.0
945,9.0,8.0,16.0,6.0
946,10.0,5.0,7.0,13.0
947,5.0,4.0,5.0,8.0
948,7.0,9.0,6.0,3.0
949,9.0,6.0,9.0,11.0
950,10.0,8.0,5.0,9.0
951,6.0,9.0,7.0,8.0
952,9.0,1.0,2.0,1.0
953,9.0,13.0,8.0,8.0
954,8.0,10.0,5.0,11.0
955,5.0,6.0,6.0,6.0
956,7.0,5.0,4.0,5.0
957,8.0,7.0,7.0,12.0
958,9.0,12.0,7.0,7.0
959,10.0,13.0,2.0,9.0
960,9.0,11.0,3.0,8.0
961,10.0,9.0,5.0,11.0
962,9.0,10.0,12.0,6.0
963,7.0,7.0,4.0,7.0
964,14.0,5.0,4.0,7.0
965,10.0,6.0,3.0,9.0
966,10.0,9.0,5.0,13.0
967,6.0,3.0,7.0,7.0
968,10.0,9.0,6.0,11.0
969,13.0,4.0,6.0,11.0
970,8.0,8.0,4.0,4.0
971,9.0,4.0,5.0,12.0
972,9.0,6.0,9.0,9.0
973,6.0,7.0,13.0,7.0
974,8.0,5.0,8.0,7.0
975,7.0,3.0,6.0,9.0
976,9.0,3.0,2.0,12.0
977,6.0,3.0,2.0,12.0
978,7.0,3.0,1.0,15.0
979,6.0,9.0,10.0,10.0
980,15.0,11.0,6.0,5.0
981,9.0,7.0,5.0,11.0
982,7.0,7.0,8.0,2.0
983,11.0,8.0,8.0,5.0
984,9.0,8.0,8.0,8.0
985,6.0,4.0,3.0,5.0
986,9.0,3.0,12.0,7.0
987,13.0,9.0,10.0,9.0
988,6.0,12.0,6.0,11.0
989,7.0,6.0,6.0,4.0
990,9.0,2.0,8.0,7.0
991,6.0,3.0,10.0,12.0
992,11.0,5.0,7.0,12.0
993,9.0,4.0,5.0,5.0
994,12.0,5.0,12.0,7.0
995,5.0,7.0,7.0,14.0
996,7.0,4.0,6.0,9.0
997,2.0,5.0,8.0,13.0
998,6.0,7.0,6.0,9.0
999,8.0,8.0,6.0,13.0
1000,9.0,2.0,5.0,10.0
1001,3.0,5.0,7.0,6.0
1002,7.0,2.0,7.0,9.0
1003,5.0,5.0,7.0,13.0
1004,7.0,7.0,2.0,5.0
1005,10.0,7.0,10.0,8.0
1006,6.0,7.0,4.0,4.0
1007,7.0,6.0,3.0,8.0
1008,8.0,4.0,6.0,9.0
1009,10.0,6.0,2.0,7.0
1010,9.0,4.0,3.0,6.0
1011,6.0,7.0,6.0,9.0
1012,5.0,10.0,6.0,11.0
1013,10.0,5.0,4.0,12.0
1014,9.0,15.0,8.0,11.0
1015,9.0,6.0,10.0,10.0
1016,7.0,7.0,5.0,19.0
1017,7.0,3.0,5.0,13.0
1018,10.0,13.0,8.0,6.0
1019,10.0,2.0,13.0,10.0
1020,12.0,6.0,8.0,8.0
1021,10.0,8.0,9.0,13.0
1022,9.0,5.0,3.0,11.0
1023,7.0,7.0,10.0,6.0
1024,5.0,2.0,10.0,8.0
1025,9.0,7.0,0.0,10.0
1026,12.0,6.0,7.0,10.0
1027,10.0,9.0,5.0,5.0
1028,3.0,8.0,7.0,8.0
1029,6.0,7.0,6.0,7.0
1030,9.0,8.0,4.0,8.0
1031,7.0,8.0,3.0,5.0
1032,3.0,7.0,16.0,14.0
1033,9.0,3.0,7.0,5.0
1034,10.0,2.0,3.0,3.0
1035,5.0,4.0,5.0,9.0
1036,10.0,6.0,10.0,5.0
1037,10.0,5.0,7.0,4.0
1038,7.0,4.0,5.0,5.0
1039,9.0,6.0,6.0,10.0
1040,10.0,6.0,7.0,5.0
1041,6.0,4.0,9.0,13.0
1042,9.0,4.0,6.0,12.0
1043,6.0,4.0,8.0,8.0
1044,7.0,7.0,6.0,9.0
1045,6.0,8.0,11.0,9.0
1046,5.0,4.0,8.0,9.0
1047,11.0,6.0,3.0,8.0
1048,10.0,5.0,9.0,6.0
1049,11.0,5.0,4.0,4.0
1050,5.0,6.0,8.0,5.0
1051,6.0,6.0,8.0,5.0
1052,6.0,1.0,7.0,10.0
1053,9.0,7.0,10.0,14.0
1054,9.0,3.0,10.0,8.0
1055,10.0,1.0,5.0,6.0
1056,6.0,6.0,9.0,14.0
1057,7.0,6.0,7.0,8.0
1058,12.0,1.0,7.0,7.0
1059,8.0,3.0,6.0,10.0
1060,10.0,4.0,7.0,12.0
1061,7.0,4.0,5.0,4.0
1062,7.0,5.0,5.0,6.0
1063,6.0,9.0,7.0,5.0
1064,8.0,7.0,2.0,5.0
1065,10.0,11.0,6.0,8.0
1066,4.0,4.0,5.0,15.0
1067,9.0,3.0,12.0,9.0
1068,8.0,9.0,6.0,2.0
1069,9.0,8.0,6.0,6.0
1070,9.0,12.0,5.0,8.0
1071,6.0,6.0,9.0,4.0
1072,12.0,7.0,4.0,5.0
1073,7.0,7.0,6.0,7.0
1074,12.0,6.0,6.0,10.0
1075,10.0,9.0,7.0,7.0
1076,13.0,5.0,3.0,8.0
1077,8.0,7.0,3.0,7.0
1078,5.0,8.0,7.0,10.0
1079,10.0,4.0,6.0,4.0
1080,9.0,7.0,6.0,5.0
1081,10.0,4.0,8.0,6.0
1082,9.0,5.0,8.0,7.0
1083,7.0,5.0,8.0,17.0
1084,8.0,11.0,7.0,3.0
1085,10.0,9.0,5.0,10.0
1086,1.0,3.0,4.0,11.0
1087,9.0,10.0,9.0,9.0
1088,6.0,9.0,9.0,10.0
1089,10.0,6.0,8.0,5.0
1090,9.0,5.0,8.0,9.0
1091,7.0,7.0,6.0,9.0
1092,7.0,9.0,10.0,9.0
1093,6.0,11.0,6.0,13.0
1094,4.0,6.0,7.0,11.0
1095,9.0,3.0,2.0,6.0
1096,7.0,11.0,5.0,11.0
1097,7.0,4.0,13.0,4.0
1098,4.0,6.0,7.0,7.0
1099,8.0,9.0,8.0,13.0
1100,7.0,5.0,10.0,9.0
1101,6.0,8.0,5.0,6.0
1102,10.0,6.0,5.0,4.0
1103,10.0,7.0,3.0,5.0
1104,11.0,10.0,5.0,8.0
1105,8.0,10.0,4.0,7.0
1106,8.0,5.0,9.0,11.0
1107,12.0,6.0,3.0,6.0
1108,6.0,5.0,3.0,5.0
1109,8.0,4.0,5.0,4.0
1110,7.0,12.0,10.0,10.0
1111,7.0,6.0,8.0,8.0
1112,8.0,5.0,5.0,6.0
1113,6.0,7.0,9.0,12.0
1114,7.0,7.0,3.0,11.0
1115,9.0,5.0,4.0,7.0
1116,7.0,8.0,3.0,12.0
1117,5.0,8.0,7.0,9.0
1118,8.0,5.0,1.0,10.0
1119,8.0,7.0,7.0,13.0
1120,7.0,5.0,4.0,11.0
1121,3.0,7.0,7.0,4.0
1122,8.0,2.0,5.0,11.0
1123,7.0,5.0,3.0,5.0
1124,9.0,10.0,10.0,7.0
1125,10.0,3.0,6.0,7.0
1126,10.0,7.0,5.0,4.0
1127,8.0,4.0,5.0,8.0
1128,10.0,5.0,8.0,9.0
1129,7.0,8.0,6.0,7.0
1130,10.0,6.0,4.0,6.0
1131,9.0,8.0,4.0,10.0
1132,8.0,5.0,3.0,11.0
1133,10.0,7.0,1.0,7.0
1134,6.0,5.0,8.0,6.0
1135,9.0,8.0,5.0,5.0
1136,7.0,7.0,7.0,8.0
1137,9.0,5.0,6.0,12.0
1138,5.0,10.0,7.0,3.0
1139,7.0,8.0,5.0,5.0
1140,6.0,3.0,4.0,12.0
1141,13.0,8.0,4.0,10.0
1142,8.0,7.0,3.0,7.0
1143,7.0,5.0,3.0,11.0
1144,9.0,5.0,8.0,13.0
1145,9.0,5.0,11.0,7.0
1146,10.0,6.0,8.0,11.0
1147,5.0,9.0,6.0,8.0
1148,8.0,5.0,5.0,10.0
1149,5.0,6.0,11.0,8.0
1150,10.0,4.0,6.0,11.0
1151,8.0,7.0,6.0,11.0
1152,10.0,11.0,6.0,14.0
1153,9.0,9.0,11.0,6.0
1154,9.0,6.0,10.0,11.0
1155,10.0,7.0,1.0,7.0
1156,6.0,6.0,5.0,7.0
1157,12.0,9.0,8.0,4.0
1158,8.0,11.0,8.0,13.0
1159,6.0,10.0,8.0,9.0
1160,6.0,4.0,7.0,12.0
1161,6.0,5.0,8.0,13.0
1162,6.0,4.0,2.0,5.0
1163,7.0,4.0,9.0,7.0
1164,12.0,6.0,3.0,9.0
1165,9.0,6.0,8.0,4.0
1166,8.0,6.0,4.0,11.0
1167,5.0,9.0,7.0,8.0
1168,5.0,3.0,9.0,4.0
1169,9.0,8.0,3.0,9.0
1170,6.0,1.0,6.0,13.0
1171,5.0,8.0,4.0,9.0
1172,4.0,5.0,6.0,11.0
1173,10.0,8.0,5.0,8.0
1174,7.0,5.0,3.0,9.0
1175,10.0,4.0,6.0,14.0
1176,8.0,10.0,6.0,11.0
1177,6.0,6.0,6.0,11.0
1178,8.0,7.0,3.0,5.0
1179,9.0,12.0,5.0,8.0
1180,4.0,8.0,12.0,4.0
1181,12.0,3.0,4.0,5.0
1182,10.0,8.0,7.0,9.0
1183,8.0,5.0,4.0,3.0
1184,4.0,5.0,8.0,14.0
1185,10.0,6.0,4.0,5.0
1186,10.0,3.0,8.0,8.0
1187,7.0,7.0,8.0,7.0
1188,9.0,4.0,3.0,9.0
1189,7.0,8.0,7.0,11.0
1190,9.0,6.0,7.0,6.0
1191,9.0,12.0,9.0,5.0
1192,9.0,8.0,3.0,12.0
1193,9.0,7.0,4.0,13.0
1194,7.0,7.0,9.0,4.0
1195,10.0,6.0,7.0,9.0
1196,9.0,8.0,5.0,6.0
1197,5.0,6.0,7.0,12.0
1198,7.0,6.0,3.0,14.0
1199,10.0,10.0,7.0,8.0
1200,8.0,8.0,11.0,6.0
1201,10.0,5.0,6.0,5.0
1202,2.0,8.0,3.0,7.0
1203,6.0,7.0,5.0,11.0
1204,9.0,11.0,1.0,3.0
1205,9.0,7.0,5.0,7.0
1206,14.0,1.0,6.0,4.0
1207,7.0,4.0,7.0,9.0
1208,7.0,3.0,7.0,9.0
1209,8.0,5.0,1.0,4.0
1210,8.0,8.0,3.0,10.0
1211,4.0,11.0,6.0,5.0
1212,4.0,2.0,5.0,4.0
1213,4.0,8.0,4.0,13.0
1214,9.0,7.0,4.0,10.0
1215,10.0,8.0,4.0,8.0
1216,9.0,4.0,4.0,6.0
1217,9.0,11.0,10.0,11.0
1218,9.0,8.0,2.0,10.0
1219,9.0,15.0,4.0,8.0
1220,13.0,3.0,4.0,7.0
1221,7.0,8.0,6.0,6.0
1222,6.0,11.0,2.0,9.0
1223,10.0,3.0,9.0,15.0
1224,5.0,5.0,9.0,5.0
1225,12.0,5.0,5.0,9.0
1226,13.0,8.0,12.0,13.0
1227,5.0,3.0,5.0,7.0
1228,7.0,7.0,6.0,12.0
1229,5.0,5.0,9.0,11.0
1230,10.0,2.0,3.0,8.0
1231,6.0,4.0,5.0,9.0
1232,10.0,7.0,7.0,6.0
1233,6.0,4.0,10.0,12.0
1234,8.0,5.0,6.0,10.0
1235,6.0,6.0,11.0,9.0
1236,8.0,9.0,9.0,9.0
1237,7.0,6.0,9.0,4.0
1238,10.0,9.0,6.0,8.0
1239,9.0,6.0,5.0,13.0
1240,8.0,7.0,9.0,4.0
1241,11.0,4.0,5.0,3.0
1242,9.0,5.0,12.0,5.0
1243,8.0,8.0,5.0,4.0
1244,8.0,10.0,7.0,7.0
1245,9.0,5.0,5.0,11.0
1246,10.0,6.0,6.0,16.0
1247,10.0,10.0,4.0,6.0
1248,6.0,8.0,12.0,6.0
1249,8.0,3.0,2.0,7.0
1250,11.0,7.0,6.0,7.0
1251,7.0,4.0,5.0,8.0
1252,5.0,7.0,5.0,11.0
1253,10.0,6.0,6.0,7.0
1254,8.0,7.0,8.0,9.0
1255,10.0,5.0,8.0,4.0
1256,9.0,6.0,8.0,8.0
1257,6.0,5.0,3.0,14.0
1258,3.0,5.0,11.0,8.0
1259,7.0,6.0,8.0,9.0
1260,8.0,9.0,3.0,13.0
1261,5.0,2.0,7.0,6.0
1262,12.0,10.0,2.0,13.0
1263,10.0,12.0,3.0,6.0
1264,7.0,4.0,7.0,4.0
1265,12.0,9.0,3.0,13.0
1266,8.0,4.0,6.0,11.0
1267,9.0,4.0,2.0,14.0
1268,7.0,6.0,5.0,6.0
1269,10.0,6.0,5.0,9.0
1270,7.0,4.0,5.0,5.0
1271,9.0,7.0,7.0,10.0
1272,10.0,9.0,3.0,12.0
1273,9.0,9.0,8.0,5.0
1274,6.0,8.0,4.0,3.0
1275,5.0,6.0,8.0,3.0
1276,10.0,6.0,10.0,7.0
1277,9.0,8.0,12.0,8.0
1278,4.0,5.0,10.0,8.0
1279,9.0,6.0,3.0,8.0
1280,6.0,9.0,4.0,10.0
1281,10.0,12.0,5.0,10.0
1282,4.0,9.0,1.0,9.0
1283,7.0,10.0,4.0,6.0
1284,10.0,11.0,8.0,10.0
1285,7.0,9.0,6.0,5.0
1286,8.0,2.0,8.0,8.0
1287,8.0,12.0,6.0,13.0
1288,9.0,6.0,12.0,6.0
1289,8.0,9.0,5.0,14.0
1290,8.0,3.0,6.0,6.0
1291,5.0,6.0,2.0,4.0
1292,8.0,6.0,3.0,5.0
1293,6.0,9.0,8.0,8.0
1294,9.0,2.0,3.0,6.0
1295,5.0,6.0,5.0,2.0
1296,11.0,12.0,4.0,11.0
1297,10.0,3.0,3.0,8.0
1298,10.0,3.0,5.0,10.0
1299,10.0,5.0,8.0,10.0
1300,7.0,6.0,4.0,10.0
1301,10.0,4.0,5.0,6.0
1302,5.0,9.0,3.0,10.0
1303,8.0,8.0,1.0,10.0
1304,9.0,8.0,4.0,11.0
1305,10.0,10.0,6.0,11.0
1306,8.0,5.0,6.0,4.0
1307,13.0,10.0,4.0,7.0
1308,8.0,7.0,7.0,11.0
1309,9.0,2.0,8.0,4.0
1310,9.0,4.0,4.0,10.0
1311,6.0,8.0,7.0,9.0
1312,8.0,8.0,2.0,16.0
1313,9.0,4.0,5.0,8.0
1314,5.0,9.0,4.0,7.0
1315,7.0,7.0,7.0,8.0
1316,7.0,7.0,3.0,3.0
1317,10.0,5.0,9.0,5.0
1318,9.0,5.0,8.0,9.0
1319,8.0,5.0,6.0,6.0
1320,7.0,3.0,2.0,12.0
1321,9.0,6.0,8.0,11.0
1322,8.0,6.0,4.0,7.0
1323,10.0,5.0,12.0,6.0
1324,4.0,5.0,12.0,6.0
1325,8.0,9.0,5.0,9.0
1326,6.0,10.0,11.0,14.0
1327,7.0,5.0,6.0,4.0
1328,10.0,5.0,4.0,10.0
1329,4.0,13.0,10.0,13.0
1330,9.0,9.0,4.0,5.0
1331,7.0,7.0,7.0,8.0
1332,8.0,4.0,6.0,6.0
1333,8.0,11.0,8.0,6.0
1334,10.0,4.0,3.0,6.0
1335,12.0,2.0,5.0,4.0
1336,7.0,6.0,5.0,6.0
1337,10.0,11.0,6.0,11.0
1338,4.0,4.0,6.0,7.0
1339,9.0,8.0,3.0,11.0
1340,10.0,4.0,9.0,3.0
1341,7.0,6.0,12.0,2.0
1342,10.0,1.0,4.0,7.0
1343,14.0,2.0,11.0,8.0
1344,8.0,4.0,4.0,9.0
1345,8.0,10.0,7.0,9.0
1346,8.0,7.0,4.0,17.0
1347,8.0,7.0,6.0,14.0
1348,8.0,4.0,9.0,10.0
1349,7.0,5.0,7.0,12.0
1350,9.0,5.0,3.0,8.0
1351,4.0,9.0,1.0,4.0
1352,10.0,5.0,6.0,9.0
1353,11.0,6.0,6.0,14.0
1354,10.0,7.0,3.0,10.0
1355,7.0,6.0,8.0,8.0
1356,7.0,8.0,3.0,8.0
1357,8.0,5.0,10.0,5.0
1358,8.0,9.0,6.0,8.0
1359,13.0,7.0,10.0,7.0
1360,11.0,3.0,6.0,9.0
1361,5.0,8.0,3.0,3.0
1362,9.0,4.0,5.0,9.0
1363,10.0,7.0,10.0,16.0
1364,7.0,15.0,4.0,8.0
1365,9.0,2.0,7.0,10.0
1366,11.0,8.0,5.0,6.0
1367,9.0,12.0,8.0,15.0
1368,5.0,8.0,4.0,3.0
1369,12.0,6.0,5.0,12.0
1370,7.0,4.0,9.0,5.0
1371,5.0,6.0,11.0,6.0
1372,9.0,2.0,5.0,8.0
1373,9.0,14.0,6.0,9.0
1374,8.0,5.0,3.0,10.0
1375,10.0,4.0,4.0,12.0
1376,8.0,8.0,5.0,9.0
1377,8.0,7.0,1.0,2.0
1378,5.0,10.0,6.0,10.0
1379,5.0,3.0,9.0,11.0
1380,7.0,7.0,11.0,10.0
1381,4.0,8.0,6.0,7.0
1382,11.0,8.0,3.0,9.0
1383,9.0,7.0,4.0,10.0
1384,9.0,10.0,7.0,11.0
1385,9.0,6.0,7.0,9.0
1386,10.0,5.0,13.0,12.0
1387,10.0,14.0,4.0,6.0
1388,7.0,6.0,8.0,4.0
1389,8.0,10.0,6.0,7.0
1390,5.0,6.0,8.0,6.0
1391,10.0,7.0,6.0,8.0
1392,10.0,5.0,7.0,12.0
1393,7.0,7.0,7.0,7.0
1394,6.0,3.0,4.0,4.0
1395,9.0,10.0,3.0,8.0
1396,9.0,3.0,5.0,12.0
1397,13.0,6.0,11.0,4.0
1398,14.0,8.0,5.0,8.0
1399,9.0,4.0,9.0,10.0
1400,7.0,7.0,8.0,9.0
1401,4.0,6.0,4.0,16.0
1402,8.0,6.0,6.0,6.0
1403,7.0,6.0,6.0,7.0
1404,10.0,6.0,5.0,6.0
1405,6.0,2.0,5.0,13.0
1406,10.0,4.0,5.0,7.0
1407,7.0,6.0,3.0,16.0
1408,10.0,8.0,6.0,10.0
1409,1.0,7.0,5.0,4.0
1410,9.0,5.0,6.0,8.0
1411,9.0,7.0,7.0,10.0
1412,7.0,6.0,2.0,8.0
1413,5.0,3.0,12.0,8.0
1414,10.0,11.0,13.0,12.0
1415,10.0,12.0,6.0,13.0
1416,8.0,9.0,7.0,10.0
1417,8.0,6.0,10.0,2.0
1418,6.0,9.0,5.0,8.0
1419,8.0,6.0,8.0,5.0
1420,9.0,9.0,7.0,8.0
1421,10.0,8.0,7.0,8.0
1422,9.0,9.0,11.0,5.0
1423,6.0,11.0,12.0,9.0
1424,6.0,8.0,3.0,6.0
1425,8.0,4.0,10.0,5.0
1426,8.0,7.0,6.0,5.0
1427,8.0,7.0,9.0,9.0
1428,10.0,7.0,3.0,7.0
1429,9.0,5.0,3.0,11.0
1430,8.0,9.0,3.0,9.0
1431,5.0,2.0,8.0,8.0
1432,7.0,5.0,4.0,6.0
1433,4.0,8.0,6.0,8.0
1434,10.0,7.0,2.0,6.0
1435,7.0,5.0,6.0,9.0
1436,7.0,7.0,4.0,8.0
1437,4.0,5.0,5.0,4.0
1438,11.0,11.0,6.0,9.0
1439,6.0,6.0,13.0,12.0
1440,10.0,6.0,4.0,8.0
1441,6.0,8.0,8.0,8.0
1442,10.0,3.0,8.0,5.0
1443,8.0,9.0,4.0,11.0
1444,8.0,4.0,5.0,12.0
1445,11.0,10.0,7.0,18.0
1446,5.0,6.0,8.0,7.0
1447,9.0,2.0,9.0,5.0
1448,7.0,9.0,5.0,12.0
1449,6.0,3.0,2.0,10.0
1450,5.0,6.0,7.0,5.0
1451,9.0,9.0,5.0,13.0
1452,9.0,2.0,6.0,8.0
1453,10.0,8.0,5.0,8.0
1454,7.0,5.0,8.0,6.0
1455,9.0,3.0,6.0,10.0
1456,8.0,12.0,1.0,6.0
1457,8.0,7.0,7.0,6.0
1458,7.0,8.0,4.0,9.0
1459,4.0,3.0,7.0,2.0
1460,7.0,4.0,4.0,13.0
1461,9.0,6.0,5.0,11.0
1462,7.0,5.0,14.0,10.0
1463,7.0,7.0,3.0,11.0
1464,10.0,5.0,5.0,12.0
1465,11.0,7.0,3.0,13.0
1466,7.0,11.0,2.0,4.0
1467,8.0,5.0,6.0,8.0
1468,5.0,3.0,6.0,5.0
1469,9.0,2.0,8.0,6.0
1470,8.0,10.0,6.0,4.0
1471,9.0,10.0,9.0,9.0
1472,7.0,12.0,7.0,6.0
1473,8.0,10.0,8.0,9.0
1474,8.0,8.0,2.0,8.0
1475,8.0,10.0,13.0,12.0
1476,6.0,8.0,11.0,3.0
1477,7.0,7.0,10.0,7.0
1478,9.0,1.0,7.0,8.0
1479,7.0,5.0,12.0,7.0
1480,8.0,3.0,9.0,11.0
1481,6.0,5.0,2.0,8.0
1482,10.0,8.0,6.0,5.0
1483,9.0,3.0,10.0,5.0
1484,7.0,9.0,5.0,5.0
1485,9.0,4.0,7.0,12.0
1486,10.0,5.0,9.0,9.0
1487,11.0,8.0,5.0,6.0
1488,6.0,9.0,5.0,12.0
1489,10.0,4.0,5.0,11.0
1490,9.0,4.0,3.0,7.0
1491,5.0,9.0,5.0,3.0
1492,7.0,6.0,3.0,12.0
1493,10.0,4.0,6.0,9.0
1494,8.0,7.0,7.0,8.0
1495,8.0,8.0,8.0,6.0
1496,10.0,11.0,5.0,6.0
1497,10.0,1.0,3.0,13.0
1498,6.0,15.0,9.0,9.0
1499,10.0,7.0,8.0,11.0
1500,9.0,6.0,3.0,8.0
1501,6.0,7.0,2.0,8.0
1502,9.0,3.0,5.0,10.0
1503,9.0,4.0,7.0,6.0
1504,6.0,6.0,4.0,7.0
1505,9.0,11.0,15.0,4.0
1506,9.0,5.0,10.0,2.0
1507,8.0,4.0,5.0,8.0
1508,7.0,8.0,4.0,3.0
1509,8.0,7.0,6.0,4.0
1510,7.0,6.0,8.0,7.0
1511,8.0,8.0,4.0,10.0
1512,8.0,2.0,6.0,10.0
1513,9.0,2.0,8.0,10.0
1514,10.0,7.0,4.0,9.0
1515,10.0,8.0,9.0,15.0
