,saa_objectives,grader_objectives,grader_greedy_objectives,grader_random_objectives
2986,9.0,5.0,3.0,9.0
2987,8.0,5.0,8.0,6.0
2988,6.0,8.0,1.0,13.0
2989,8.0,9.0,5.0,9.0
2990,4.0,6.0,5.0,4.0
2991,10.0,3.0,7.0,9.0
2992,4.0,4.0,3.0,12.0
2993,11.0,8.0,11.0,5.0
2994,7.0,10.0,0.0,10.0
2995,8.0,6.0,5.0,5.0
2996,6.0,4.0,3.0,8.0
2997,9.0,6.0,8.0,8.0
2998,7.0,9.0,8.0,7.0
2999,8.0,10.0,9.0,11.0
3000,6.0,8.0,8.0,8.0
3001,10.0,5.0,3.0,11.0
3002,10.0,8.0,7.0,8.0
3003,7.0,5.0,7.0,12.0
3004,8.0,5.0,6.0,9.0
3005,8.0,7.0,7.0,7.0
3006,8.0,2.0,6.0,9.0
3007,6.0,1.0,3.0,6.0
3008,5.0,5.0,3.0,17.0
3009,4.0,8.0,10.0,6.0
3010,7.0,3.0,6.0,10.0
3011,11.0,5.0,6.0,13.0
3012,8.0,7.0,10.0,8.0
3013,3.0,4.0,4.0,7.0
3014,9.0,8.0,8.0,9.0
3015,5.0,7.0,8.0,10.0
3016,9.0,11.0,7.0,11.0
3017,10.0,5.0,4.0,15.0
3018,3.0,10.0,3.0,10.0
3019,11.0,4.0,10.0,11.0
3020,4.0,3.0,9.0,10.0
3021,6.0,12.0,5.0,11.0
3022,8.0,8.0,8.0,11.0
3023,8.0,6.0,4.0,8.0
3024,10.0,7.0,3.0,8.0
3025,9.0,7.0,3.0,2.0
3026,10.0,9.0,1.0,12.0
3027,2.0,6.0,9.0,7.0
3028,9.0,5.0,9.0,11.0
3029,10.0,9.0,7.0,8.0
3030,8.0,5.0,4.0,11.0
3031,9.0,5.0,7.0,10.0
3032,6.0,1.0,5.0,4.0
3033,10.0,5.0,6.0,8.0
3034,7.0,5.0,8.0,4.0
3035,10.0,2.0,4.0,4.0
3036,7.0,6.0,3.0,7.0
3037,9.0,5.0,3.0,7.0
3038,7.0,10.0,10.0,8.0
3039,13.0,2.0,4.0,10.0
3040,12.0,5.0,5.0,9.0
3041,9.0,2.0,6.0,7.0
3042,9.0,12.0,11.0,16.0
3043,6.0,10.0,6.0,12.0
3044,7.0,5.0,5.0,9.0
3045,10.0,6.0,9.0,13.0
3046,14.0,5.0,4.0,9.0
3047,8.0,6.0,4.0,6.0
3048,8.0,4.0,8.0,13.0
3049,10.0,8.0,10.0,3.0
3050,7.0,6.0,4.0,6.0
3051,6.0,7.0,2.0,4.0
3052,9.0,5.0,10.0,8.0
3053,10.0,6.0,7.0,12.0
3054,9.0,8.0,13.0,4.0
3055,4.0,6.0,5.0,11.0
3056,11.0,8.0,12.0,4.0
3057,8.0,6.0,6.0,4.0
3058,9.0,4.0,7.0,11.0
3059,6.0,4.0,8.0,14.0
3060,5.0,6.0,1.0,7.0
3061,7.0,9.0,10.0,11.0
3062,11.0,5.0,9.0,12.0
3063,8.0,10.0,9.0,11.0
3064,3.0,4.0,5.0,8.0
3065,7.0,5.0,7.0,5.0
3066,6.0,3.0,7.0,11.0
3067,7.0,3.0,10.0,11.0
3068,7.0,7.0,14.0,8.0
3069,5.0,8.0,7.0,10.0
3070,10.0,7.0,1.0,8.0
3071,10.0,3.0,9.0,11.0
3072,10.0,6.0,8.0,8.0
3073,8.0,4.0,7.0,15.0
3074,5.0,10.0,9.0,10.0
3075,6.0,5.0,8.0,4.0
3076,8.0,6.0,7.0,13.0
3077,8.0,10.0,4.0,9.0
3078,10.0,14.0,1.0,5.0
3079,8.0,5.0,6.0,9.0
3080,10.0,10.0,7.0,7.0
3081,5.0,5.0,6.0,11.0
3082,7.0,7.0,7.0,11.0
3083,10.0,8.0,4.0,4.0
3084,10.0,9.0,4.0,18.0
3085,9.0,1.0,6.0,11.0
3086,8.0,12.0,4.0,15.0
3087,7.0,15.0,7.0,3.0
3088,5.0,5.0,6.0,12.0
3089,4.0,13.0,5.0,12.0
3090,9.0,4.0,10.0,10.0
3091,10.0,9.0,5.0,4.0
3092,9.0,2.0,4.0,8.0
3093,8.0,5.0,7.0,5.0
3094,9.0,6.0,8.0,12.0
3095,10.0,4.0,5.0,6.0
3096,8.0,7.0,11.0,11.0
3097,9.0,6.0,3.0,10.0
3098,10.0,5.0,5.0,7.0
3099,8.0,1.0,5.0,6.0
3100,8.0,4.0,8.0,8.0
3101,8.0,8.0,2.0,3.0
3102,10.0,9.0,4.0,5.0
3103,6.0,6.0,9.0,8.0
3104,8.0,9.0,5.0,9.0
3105,11.0,5.0,6.0,15.0
3106,7.0,4.0,6.0,6.0
3107,10.0,4.0,8.0,4.0
3108,6.0,5.0,8.0,15.0
3109,8.0,8.0,10.0,12.0
3110,10.0,4.0,7.0,12.0
3111,10.0,10.0,11.0,10.0
3112,13.0,6.0,7.0,13.0
3113,10.0,4.0,6.0,7.0
3114,6.0,3.0,7.0,6.0
3115,9.0,7.0,7.0,5.0
3116,5.0,5.0,5.0,10.0
3117,10.0,7.0,5.0,13.0
3118,8.0,8.0,6.0,11.0
3119,7.0,3.0,5.0,10.0
3120,10.0,5.0,7.0,9.0
3121,8.0,4.0,3.0,14.0
3122,6.0,3.0,5.0,4.0
3123,4.0,4.0,4.0,6.0
3124,8.0,4.0,5.0,12.0
3125,10.0,9.0,9.0,10.0
3126,9.0,4.0,2.0,10.0
3127,9.0,3.0,4.0,8.0
3128,5.0,4.0,1.0,7.0
3129,6.0,10.0,5.0,9.0
3130,6.0,4.0,2.0,10.0
3131,9.0,1.0,6.0,5.0
3132,9.0,7.0,8.0,12.0
3133,11.0,10.0,2.0,4.0
3134,10.0,6.0,3.0,11.0
3135,8.0,7.0,8.0,16.0
3136,7.0,3.0,4.0,5.0
3137,12.0,5.0,5.0,7.0
3138,9.0,7.0,8.0,8.0
3139,7.0,9.0,3.0,4.0
3140,10.0,3.0,5.0,12.0
3141,8.0,6.0,3.0,10.0
3142,9.0,8.0,5.0,6.0
3143,10.0,5.0,4.0,11.0
3144,9.0,6.0,4.0,12.0
3145,7.0,7.0,6.0,5.0
3146,7.0,8.0,8.0,11.0
3147,6.0,7.0,7.0,14.0
3148,8.0,11.0,9.0,6.0
3149,8.0,3.0,6.0,2.0
3150,3.0,5.0,8.0,5.0
3151,10.0,7.0,6.0,10.0
3152,10.0,9.0,9.0,5.0
3153,3.0,12.0,7.0,8.0
3154,10.0,4.0,9.0,6.0
3155,13.0,9.0,2.0,8.0
3156,9.0,7.0,11.0,12.0
3157,13.0,10.0,9.0,9.0
3158,6.0,6.0,6.0,10.0
3159,7.0,5.0,8.0,14.0
3160,8.0,8.0,4.0,6.0
3161,6.0,5.0,6.0,4.0
3162,7.0,7.0,8.0,12.0
3163,8.0,5.0,3.0,11.0
3164,6.0,12.0,5.0,15.0
3165,4.0,8.0,7.0,6.0
3166,8.0,1.0,4.0,11.0
3167,8.0,7.0,10.0,10.0
3168,9.0,5.0,11.0,12.0
3169,9.0,7.0,9.0,5.0
3170,10.0,5.0,5.0,7.0
3171,7.0,5.0,6.0,10.0
3172,9.0,8.0,5.0,9.0
3173,4.0,8.0,10.0,7.0
3174,10.0,4.0,8.0,16.0
3175,10.0,9.0,5.0,8.0
3176,10.0,3.0,6.0,5.0
3177,6.0,7.0,5.0,12.0
3178,7.0,3.0,5.0,6.0
3179,7.0,9.0,4.0,5.0
3180,9.0,5.0,7.0,8.0
3181,7.0,4.0,5.0,8.0
3182,6.0,4.0,6.0,7.0
3183,9.0,3.0,5.0,4.0
3184,8.0,3.0,5.0,11.0
3185,9.0,10.0,1.0,11.0
3186,8.0,9.0,8.0,5.0
3187,7.0,8.0,4.0,9.0
3188,7.0,7.0,9.0,5.0
3189,9.0,6.0,3.0,8.0
3190,9.0,9.0,9.0,14.0
3191,7.0,5.0,9.0,9.0
3192,10.0,7.0,4.0,8.0
3193,10.0,5.0,4.0,8.0
3194,6.0,5.0,8.0,14.0
3195,10.0,4.0,6.0,9.0
3196,7.0,11.0,7.0,5.0
3197,11.0,9.0,7.0,6.0
3198,10.0,6.0,7.0,5.0
3199,9.0,11.0,6.0,7.0
3200,10.0,7.0,4.0,6.0
3201,6.0,7.0,5.0,12.0
3202,11.0,9.0,4.0,5.0
3203,7.0,7.0,6.0,5.0
3204,10.0,7.0,5.0,10.0
3205,7.0,8.0,8.0,13.0
3206,15.0,8.0,9.0,7.0
3207,7.0,5.0,7.0,10.0
3208,6.0,9.0,7.0,9.0
3209,7.0,12.0,6.0,9.0
3210,13.0,8.0,5.0,11.0
3211,12.0,4.0,4.0,12.0
3212,5.0,5.0,6.0,9.0
3213,13.0,4.0,4.0,13.0
3214,7.0,6.0,7.0,5.0
3215,10.0,4.0,5.0,2.0
3216,6.0,13.0,7.0,7.0
3217,6.0,9.0,11.0,13.0
3218,9.0,5.0,5.0,11.0
3219,10.0,5.0,8.0,13.0
3220,5.0,11.0,2.0,6.0
3221,6.0,7.0,5.0,13.0
3222,8.0,6.0,2.0,7.0
3223,3.0,6.0,3.0,6.0
3224,13.0,10.0,4.0,12.0
3225,9.0,4.0,4.0,10.0
3226,8.0,5.0,6.0,9.0
3227,12.0,4.0,6.0,8.0
3228,6.0,11.0,4.0,6.0
3229,9.0,9.0,10.0,12.0
3230,9.0,6.0,11.0,6.0
3231,9.0,5.0,6.0,9.0
3232,9.0,8.0,4.0,6.0
3233,9.0,10.0,4.0,12.0
3234,8.0,7.0,6.0,12.0
3235,6.0,8.0,8.0,6.0
3236,6.0,6.0,14.0,7.0
3237,5.0,5.0,14.0,9.0
3238,5.0,3.0,8.0,9.0
3239,5.0,4.0,1.0,9.0
3240,8.0,6.0,6.0,8.0
3241,8.0,6.0,12.0,6.0
3242,9.0,8.0,10.0,6.0
3243,8.0,7.0,10.0,6.0
3244,6.0,7.0,8.0,7.0
3245,9.0,4.0,7.0,7.0
3246,7.0,6.0,6.0,5.0
3247,4.0,6.0,5.0,6.0
3248,6.0,11.0,4.0,7.0
3249,5.0,4.0,5.0,10.0
3250,9.0,7.0,10.0,5.0
3251,12.0,1.0,5.0,13.0
3252,5.0,6.0,8.0,4.0
3253,7.0,0.0,8.0,9.0
3254,8.0,12.0,7.0,13.0
3255,6.0,5.0,7.0,14.0
3256,9.0,4.0,5.0,3.0
3257,6.0,7.0,9.0,9.0
3258,7.0,2.0,6.0,5.0
3259,9.0,6.0,10.0,6.0
3260,12.0,7.0,6.0,10.0
3261,9.0,3.0,6.0,8.0
3262,5.0,5.0,6.0,14.0
3263,10.0,6.0,6.0,9.0
3264,7.0,4.0,6.0,8.0
3265,8.0,5.0,5.0,7.0
3266,11.0,3.0,3.0,8.0
3267,9.0,3.0,5.0,9.0
3268,8.0,9.0,9.0,12.0
3269,5.0,5.0,3.0,10.0
3270,9.0,10.0,7.0,7.0
3271,7.0,5.0,4.0,15.0
3272,7.0,2.0,3.0,8.0
3273,8.0,4.0,5.0,8.0
3274,14.0,5.0,7.0,5.0
3275,7.0,4.0,6.0,5.0
3276,7.0,9.0,6.0,8.0
3277,10.0,11.0,3.0,7.0
3278,8.0,2.0,10.0,8.0
3279,6.0,8.0,2.0,10.0
3280,5.0,9.0,5.0,6.0
3281,7.0,4.0,4.0,12.0
3282,7.0,6.0,13.0,8.0
3283,11.0,6.0,5.0,7.0
3284,5.0,3.0,4.0,14.0
3285,8.0,12.0,11.0,10.0
3286,9.0,4.0,6.0,9.0
3287,9.0,5.0,3.0,9.0
3288,9.0,7.0,11.0,3.0
3289,12.0,12.0,5.0,8.0
3290,8.0,5.0,4.0,8.0
3291,9.0,4.0,3.0,5.0
3292,5.0,6.0,9.0,9.0
3293,11.0,6.0,5.0,6.0
3294,6.0,5.0,11.0,6.0
3295,9.0,7.0,6.0,10.0
3296,9.0,7.0,8.0,6.0
3297,7.0,10.0,12.0,4.0
3298,7.0,8.0,5.0,8.0
3299,9.0,2.0,6.0,7.0
3300,8.0,7.0,8.0,8.0
3301,6.0,11.0,3.0,7.0
3302,10.0,8.0,5.0,17.0
3303,8.0,9.0,4.0,5.0
3304,10.0,6.0,8.0,11.0
3305,8.0,10.0,10.0,5.0
3306,8.0,2.0,7.0,12.0
3307,9.0,7.0,10.0,9.0
3308,8.0,10.0,6.0,4.0
3309,6.0,12.0,9.0,8.0
3310,8.0,9.0,6.0,3.0
3311,7.0,17.0,10.0,9.0
3312,5.0,8.0,4.0,10.0
3313,8.0,7.0,5.0,9.0
3314,5.0,6.0,6.0,8.0
3315,6.0,3.0,10.0,10.0
3316,9.0,6.0,5.0,10.0
3317,8.0,1.0,7.0,8.0
3318,10.0,7.0,6.0,13.0
3319,7.0,6.0,6.0,8.0
3320,3.0,6.0,1.0,8.0
3321,4.0,6.0,6.0,8.0
3322,12.0,10.0,9.0,10.0
3323,8.0,3.0,5.0,12.0
3324,7.0,6.0,5.0,11.0
3325,7.0,7.0,1.0,4.0
3326,10.0,12.0,6.0,8.0
3327,5.0,6.0,7.0,12.0
3328,10.0,3.0,10.0,9.0
3329,6.0,8.0,5.0,10.0
3330,7.0,8.0,7.0,2.0
3331,9.0,5.0,11.0,6.0
3332,7.0,5.0,5.0,10.0
3333,10.0,5.0,5.0,9.0
3334,4.0,8.0,4.0,6.0
3335,8.0,5.0,2.0,9.0
3336,9.0,7.0,4.0,13.0
3337,5.0,1.0,5.0,6.0
3338,9.0,6.0,3.0,16.0
3339,6.0,13.0,6.0,5.0
3340,10.0,6.0,4.0,7.0
3341,10.0,5.0,1.0,6.0
3342,8.0,7.0,6.0,4.0
3343,7.0,9.0,4.0,12.0
3344,3.0,7.0,8.0,8.0
3345,9.0,10.0,6.0,9.0
3346,8.0,11.0,3.0,4.0
3347,6.0,15.0,6.0,5.0
3348,9.0,4.0,11.0,8.0
3349,8.0,5.0,4.0,7.0
3350,4.0,6.0,6.0,6.0
3351,10.0,5.0,9.0,11.0
3352,10.0,7.0,10.0,6.0
3353,8.0,13.0,6.0,13.0
3354,7.0,6.0,5.0,13.0
3355,5.0,4.0,6.0,6.0
3356,7.0,4.0,5.0,9.0
3357,11.0,9.0,5.0,9.0
3358,10.0,5.0,8.0,5.0
3359,3.0,7.0,6.0,8.0
3360,6.0,9.0,6.0,6.0
3361,9.0,2.0,5.0,9.0
3362,11.0,6.0,9.0,12.0
3363,8.0,2.0,2.0,8.0
3364,10.0,9.0,4.0,11.0
3365,7.0,7.0,5.0,5.0
3366,8.0,6.0,5.0,9.0
3367,10.0,8.0,10.0,10.0
3368,10.0,8.0,2.0,8.0
3369,7.0,10.0,3.0,12.0
3370,10.0,7.0,4.0,5.0
3371,6.0,7.0,8.0,7.0
3372,10.0,5.0,1.0,11.0
3373,3.0,7.0,7.0,12.0
3374,8.0,9.0,2.0,9.0
3375,10.0,5.0,5.0,8.0
3376,8.0,5.0,8.0,4.0
3377,6.0,13.0,3.0,7.0
3378,8.0,6.0,7.0,13.0
3379,9.0,8.0,14.0,5.0
3380,8.0,8.0,11.0,4.0
3381,10.0,7.0,10.0,8.0
3382,10.0,11.0,4.0,8.0
3383,12.0,8.0,8.0,4.0
3384,6.0,4.0,9.0,13.0
3385,11.0,4.0,10.0,11.0
3386,6.0,9.0,4.0,8.0
3387,8.0,3.0,11.0,11.0
3388,8.0,5.0,9.0,13.0
3389,7.0,7.0,3.0,6.0
3390,8.0,4.0,6.0,4.0
3391,8.0,13.0,9.0,8.0
3392,15.0,5.0,5.0,8.0
3393,5.0,7.0,8.0,10.0
3394,11.0,10.0,5.0,8.0
3395,7.0,9.0,2.0,9.0
3396,6.0,11.0,6.0,4.0
3397,10.0,5.0,3.0,8.0
3398,9.0,10.0,6.0,5.0
3399,5.0,4.0,7.0,4.0
3400,10.0,5.0,5.0,16.0
3401,8.0,6.0,9.0,8.0
3402,10.0,7.0,4.0,10.0
3403,3.0,5.0,9.0,9.0
3404,10.0,7.0,3.0,6.0
3405,5.0,3.0,10.0,5.0
3406,4.0,4.0,8.0,10.0
3407,7.0,8.0,6.0,6.0
3408,12.0,4.0,5.0,12.0
3409,10.0,6.0,3.0,9.0
3410,9.0,7.0,8.0,8.0
3411,9.0,4.0,5.0,6.0
3412,3.0,5.0,7.0,11.0
3413,9.0,6.0,7.0,13.0
3414,9.0,11.0,9.0,8.0
3415,8.0,7.0,7.0,9.0
3416,9.0,12.0,7.0,8.0
3417,9.0,6.0,5.0,10.0
3418,7.0,8.0,2.0,10.0
3419,10.0,7.0,2.0,6.0
3420,9.0,5.0,5.0,13.0
3421,8.0,8.0,4.0,9.0
3422,8.0,4.0,10.0,12.0
3423,6.0,9.0,6.0,5.0
3424,11.0,5.0,5.0,7.0
3425,7.0,4.0,8.0,10.0
3426,7.0,6.0,3.0,10.0
3427,13.0,13.0,4.0,9.0
3428,8.0,2.0,7.0,3.0
3429,7.0,9.0,6.0,7.0
3430,8.0,10.0,7.0,8.0
3431,8.0,6.0,5.0,6.0
3432,7.0,6.0,6.0,7.0
3433,8.0,4.0,9.0,7.0
3434,10.0,7.0,9.0,5.0
3435,7.0,6.0,8.0,6.0
3436,9.0,10.0,5.0,6.0
3437,10.0,7.0,8.0,8.0
3438,8.0,7.0,7.0,12.0
3439,7.0,4.0,6.0,6.0
3440,9.0,4.0,3.0,13.0
3441,6.0,7.0,6.0,6.0
3442,10.0,1.0,7.0,10.0
3443,6.0,1.0,8.0,7.0
3444,10.0,2.0,5.0,10.0
3445,7.0,3.0,5.0,6.0
3446,9.0,10.0,5.0,6.0
3447,4.0,8.0,7.0,5.0
3448,9.0,9.0,4.0,5.0
3449,8.0,6.0,4.0,9.0
3450,6.0,7.0,3.0,8.0
3451,4.0,12.0,9.0,13.0
3452,9.0,8.0,6.0,8.0
3453,5.0,8.0,4.0,9.0
3454,4.0,5.0,7.0,7.0
3455,13.0,6.0,1.0,9.0
3456,10.0,2.0,6.0,11.0
3457,10.0,4.0,6.0,13.0
3458,12.0,7.0,9.0,6.0
3459,7.0,6.0,11.0,12.0
3460,9.0,7.0,10.0,6.0
3461,10.0,9.0,7.0,15.0
3462,8.0,7.0,7.0,6.0
3463,7.0,6.0,11.0,6.0
3464,7.0,3.0,5.0,9.0
3465,10.0,9.0,3.0,13.0
3466,10.0,7.0,9.0,14.0
3467,8.0,9.0,7.0,11.0
3468,5.0,7.0,8.0,9.0
3469,4.0,13.0,3.0,12.0
3470,10.0,8.0,2.0,10.0
3471,9.0,7.0,4.0,10.0
3472,6.0,9.0,9.0,14.0
3473,7.0,6.0,4.0,12.0
3474,9.0,10.0,7.0,5.0
3475,9.0,6.0,6.0,8.0
3476,9.0,5.0,7.0,7.0
3477,7.0,6.0,5.0,10.0
3478,6.0,7.0,7.0,11.0
3479,8.0,9.0,6.0,5.0
3480,7.0,6.0,8.0,5.0
3481,4.0,9.0,7.0,10.0
3482,4.0,4.0,8.0,14.0
3483,9.0,4.0,6.0,9.0
3484,6.0,5.0,14.0,12.0
3485,8.0,5.0,6.0,7.0
3486,10.0,7.0,8.0,5.0
3487,11.0,6.0,8.0,11.0
3488,8.0,6.0,6.0,8.0
3489,10.0,8.0,2.0,11.0
3490,3.0,11.0,6.0,14.0
3491,7.0,6.0,7.0,9.0
3492,10.0,6.0,5.0,11.0
3493,5.0,3.0,9.0,4.0
3494,10.0,4.0,9.0,6.0
3495,9.0,7.0,9.0,10.0
3496,9.0,3.0,6.0,7.0
3497,6.0,2.0,3.0,9.0
3498,6.0,8.0,4.0,3.0
3499,5.0,10.0,4.0,10.0
3500,8.0,1.0,1.0,7.0
3501,4.0,9.0,7.0,7.0
3502,9.0,2.0,10.0,7.0
3503,9.0,5.0,7.0,4.0
3504,9.0,9.0,9.0,4.0
3505,7.0,9.0,5.0,11.0
3506,10.0,7.0,2.0,7.0
3507,6.0,5.0,0.0,8.0
3508,5.0,10.0,5.0,8.0
3509,8.0,9.0,6.0,5.0
3510,10.0,2.0,9.0,9.0
3511,4.0,6.0,5.0,10.0
3512,3.0,4.0,7.0,7.0
3513,9.0,8.0,7.0,11.0
3514,10.0,4.0,4.0,10.0
3515,14.0,1.0,5.0,13.0
3516,7.0,5.0,6.0,8.0
3517,3.0,12.0,10.0,16.0
3518,8.0,4.0,6.0,13.0
3519,10.0,8.0,5.0,13.0
3520,8.0,8.0,2.0,13.0
3521,9.0,9.0,7.0,8.0
3522,11.0,6.0,6.0,14.0
3523,4.0,6.0,7.0,6.0
3524,10.0,3.0,1.0,6.0
3525,10.0,7.0,3.0,6.0
3526,7.0,3.0,10.0,6.0
3527,11.0,5.0,10.0,11.0
3528,8.0,9.0,4.0,7.0
3529,8.0,8.0,5.0,9.0
3530,8.0,5.0,7.0,7.0
3531,9.0,5.0,5.0,9.0
3532,6.0,5.0,5.0,11.0
3533,9.0,5.0,2.0,14.0
3534,12.0,4.0,7.0,8.0
3535,10.0,3.0,3.0,6.0
3536,6.0,5.0,8.0,10.0
3537,8.0,14.0,8.0,12.0
3538,8.0,5.0,3.0,6.0
3539,5.0,8.0,5.0,14.0
3540,4.0,11.0,14.0,8.0
3541,8.0,2.0,4.0,6.0
3542,6.0,5.0,4.0,5.0
3543,15.0,11.0,5.0,10.0
3544,6.0,8.0,6.0,8.0
3545,6.0,8.0,9.0,12.0
3546,4.0,8.0,6.0,10.0
3547,9.0,5.0,5.0,8.0
3548,10.0,6.0,2.0,14.0
3549,7.0,9.0,6.0,7.0
3550,9.0,8.0,7.0,10.0
3551,9.0,5.0,3.0,9.0
3552,7.0,7.0,11.0,9.0
3553,8.0,6.0,5.0,7.0
3554,9.0,5.0,6.0,8.0
3555,9.0,1.0,5.0,8.0
3556,9.0,11.0,3.0,12.0
3557,9.0,2.0,8.0,6.0
3558,14.0,4.0,3.0,8.0
3559,9.0,10.0,5.0,6.0
3560,4.0,9.0,12.0,6.0
3561,8.0,3.0,4.0,8.0
3562,9.0,3.0,8.0,11.0
3563,10.0,3.0,12.0,9.0
3564,9.0,5.0,7.0,8.0
3565,11.0,5.0,4.0,5.0
3566,9.0,6.0,8.0,5.0
3567,6.0,6.0,10.0,13.0
3568,7.0,13.0,7.0,11.0
3569,10.0,5.0,5.0,5.0
3570,7.0,6.0,8.0,11.0
3571,10.0,8.0,10.0,14.0
3572,8.0,6.0,4.0,10.0
3573,6.0,5.0,4.0,12.0
3574,10.0,8.0,3.0,11.0
3575,8.0,8.0,4.0,11.0
3576,7.0,4.0,4.0,3.0
3577,4.0,8.0,4.0,10.0
3578,8.0,7.0,5.0,12.0
3579,9.0,3.0,3.0,12.0
3580,8.0,5.0,3.0,12.0
3581,5.0,4.0,12.0,9.0
3582,9.0,3.0,7.0,4.0
3583,10.0,8.0,6.0,7.0
3584,11.0,7.0,6.0,6.0
3585,8.0,6.0,4.0,15.0
3586,8.0,7.0,2.0,7.0
3587,7.0,4.0,1.0,11.0
3588,6.0,4.0,6.0,9.0
3589,7.0,12.0,6.0,9.0
3590,6.0,6.0,8.0,10.0
3591,11.0,6.0,4.0,9.0
3592,5.0,6.0,4.0,9.0
3593,5.0,7.0,2.0,9.0
3594,2.0,3.0,2.0,9.0
3595,7.0,6.0,5.0,7.0
3596,6.0,3.0,13.0,10.0
3597,12.0,5.0,9.0,8.0
3598,12.0,3.0,9.0,8.0
3599,6.0,8.0,5.0,8.0
3600,3.0,11.0,7.0,5.0
3601,11.0,3.0,4.0,11.0
3602,4.0,9.0,4.0,15.0
3603,6.0,6.0,8.0,9.0
3604,7.0,6.0,5.0,7.0
3605,8.0,5.0,4.0,3.0
3606,10.0,8.0,6.0,10.0
3607,5.0,6.0,11.0,12.0
3608,7.0,5.0,11.0,6.0
3609,8.0,7.0,6.0,7.0
3610,9.0,4.0,6.0,15.0
3611,7.0,9.0,8.0,8.0
3612,7.0,8.0,7.0,8.0
3613,8.0,11.0,5.0,9.0
3614,7.0,8.0,7.0,11.0
3615,10.0,8.0,4.0,9.0
3616,7.0,6.0,11.0,20.0
3617,10.0,5.0,5.0,10.0
3618,5.0,3.0,9.0,11.0
3619,8.0,6.0,11.0,16.0
3620,7.0,9.0,5.0,5.0
3621,9.0,9.0,5.0,9.0
3622,10.0,11.0,9.0,2.0
3623,8.0,7.0,5.0,8.0
3624,8.0,8.0,4.0,5.0
3625,4.0,9.0,5.0,8.0
3626,14.0,6.0,7.0,8.0
3627,9.0,5.0,12.0,11.0
3628,2.0,5.0,5.0,17.0
3629,12.0,3.0,10.0,12.0
3630,8.0,7.0,9.0,12.0
3631,9.0,7.0,7.0,10.0
3632,6.0,8.0,9.0,7.0
3633,8.0,4.0,13.0,11.0
3634,10.0,7.0,7.0,5.0
3635,6.0,5.0,7.0,7.0
3636,7.0,5.0,7.0,15.0
3637,8.0,5.0,11.0,9.0
3638,10.0,4.0,2.0,6.0
3639,4.0,5.0,5.0,13.0
3640,10.0,8.0,3.0,6.0
3641,7.0,7.0,3.0,4.0
3642,8.0,8.0,5.0,7.0
3643,8.0,4.0,4.0,8.0
3644,5.0,3.0,4.0,3.0
3645,6.0,12.0,6.0,9.0
3646,3.0,3.0,11.0,11.0
3647,6.0,7.0,2.0,8.0
3648,8.0,6.0,4.0,8.0
3649,10.0,7.0,3.0,1.0
3650,9.0,4.0,6.0,8.0
3651,5.0,7.0,2.0,3.0
3652,4.0,7.0,7.0,9.0
3653,10.0,13.0,4.0,10.0
3654,8.0,7.0,4.0,4.0
3655,11.0,6.0,8.0,9.0
3656,8.0,7.0,6.0,7.0
3657,9.0,5.0,7.0,7.0
3658,5.0,7.0,4.0,12.0
3659,8.0,7.0,4.0,6.0
3660,10.0,9.0,6.0,3.0
3661,7.0,6.0,9.0,8.0
3662,5.0,7.0,5.0,15.0
3663,9.0,7.0,7.0,8.0
3664,6.0,4.0,14.0,4.0
3665,8.0,5.0,6.0,10.0
3666,5.0,6.0,9.0,3.0
3667,6.0,5.0,6.0,2.0
3668,8.0,7.0,6.0,7.0
3669,9.0,6.0,7.0,12.0
3670,5.0,5.0,14.0,9.0
3671,6.0,4.0,8.0,7.0
3672,5.0,6.0,3.0,10.0
3673,9.0,10.0,3.0,4.0
3674,7.0,11.0,3.0,7.0
3675,11.0,6.0,4.0,14.0
3676,9.0,9.0,4.0,10.0
3677,5.0,3.0,3.0,7.0
3678,8.0,9.0,11.0,4.0
3679,6.0,14.0,4.0,10.0
3680,6.0,13.0,3.0,6.0
3681,7.0,7.0,7.0,2.0
3682,10.0,4.0,1.0,15.0
3683,5.0,9.0,6.0,3.0
3684,9.0,8.0,3.0,7.0
3685,8.0,13.0,3.0,8.0
3686,7.0,6.0,2.0,7.0
3687,10.0,2.0,11.0,4.0
3688,7.0,8.0,6.0,7.0
3689,7.0,4.0,9.0,9.0
3690,8.0,10.0,7.0,7.0
3691,9.0,6.0,6.0,13.0
3692,8.0,6.0,1.0,5.0
3693,10.0,8.0,11.0,11.0
3694,7.0,7.0,6.0,11.0
3695,8.0,9.0,6.0,13.0
3696,7.0,9.0,5.0,14.0
3697,10.0,6.0,5.0,6.0
3698,10.0,3.0,6.0,9.0
3699,6.0,5.0,6.0,7.0
3700,9.0,4.0,0.0,6.0
3701,4.0,5.0,7.0,3.0
3702,8.0,6.0,13.0,4.0
3703,9.0,10.0,6.0,7.0
3704,10.0,2.0,8.0,3.0
3705,12.0,8.0,6.0,8.0
3706,5.0,3.0,6.0,8.0
3707,6.0,5.0,3.0,10.0
3708,9.0,11.0,10.0,8.0
3709,6.0,6.0,5.0,5.0
3710,6.0,3.0,2.0,7.0
3711,5.0,7.0,4.0,9.0
3712,10.0,9.0,3.0,7.0
3713,9.0,7.0,9.0,9.0
3714,5.0,5.0,4.0,11.0
3715,7.0,5.0,8.0,9.0
3716,8.0,4.0,5.0,13.0
3717,10.0,4.0,6.0,11.0
3718,9.0,16.0,5.0,3.0
3719,8.0,6.0,5.0,6.0
3720,7.0,7.0,3.0,9.0
