18669,0,1.0010951429994748
18670,1,1.0010928629999398
18672,4,1.0010864229998333
18671,9,1.0010479719994692
18674,16,1.0003900680003426
18675,25,1.0006492339998658
18673,36,1.0010335920005673
18676,49,1.0010389919998488
18677,64,1.0010456519994477
18678,81,1.001040932000251
18679,100,1.0010390819998065
18680,121,1.0003910679997716
18681,144,1.0010451519992785
18682,169,1.0010413320005682
18683,196,1.0006378040006894
18684,225,1.0010355319991504
18669,256,1.0010929130003206
18670,324,1.0005488420001711
18672,289,1.000700195000718
18671,361,1.0008321080003952
18674,400,1.0002370550000705
18675,441,1.001050822000252
18673,484,1.00103860299987
18676,529,1.0010325319999538
18677,576,1.001054092999766
18678,625,1.0010352520002925
18680,676,1.0010604019998937
18679,729,1.0010415629994895
18681,784,1.0005447610001283
18682,841,1.0027783689993157
18683,900,1.0010352219997003
18684,961,1.0010358520003138
18669,1024,1.0010954239996863
18672,1089,1.0010460820003573
18670,1156,1.0010486419996596
18674,1225,1.0010467320007592
18671,1296,1.0010432019998916
18675,1369,1.001035471999785
18673,1444,1.0010393820002719
18676,1521,1.0010495219994482
18677,1600,1.0010359219995735
18680,1681,1.001041202000124
18678,1764,1.000762525999562
18679,1849,1.0010413719992357
18681,1936,1.0010360520000177
18682,2025,1.001054551999914
18683,2116,1.0010413219997645
18684,2209,1.001037021999764
18669,2304,1.0010633400006554
18672,2401,1.0010883300001296
18670,2500,1.0010834599997906
18674,2601,1.0010607000003802
18671,2704,1.0010778599998957
18673,2916,1.000697923000189
18675,2809,1.0010384389997853
18676,3025,1.0010451400003149
18677,3136,1.001035569999658
18680,3249,1.0010475600001882
18678,3364,1.001055950000591
18681,3481,1.0003931059991373
18679,3600,1.001043808999384
18682,3721,1.0010564499998509
18683,3844,1.0010484199992788
18684,3969,1.0010365589996582
18669,4096,1.0011039250002796
18670,4225,1.0010605449997456
18672,4356,1.0010346830003982
18671,4624,1.0010446539999975
18674,4489,1.001058994000232
18675,4761,1.0010359039997638
18673,4900,1.0010501439992368
18676,5041,1.001038583999616
18677,5184,1.0010359540001446
18680,5329,1.0010610939998514
18678,5476,1.001034083000377
18681,5625,1.0010562440002104
18679,5776,1.0010526240002946
18682,5929,1.0004810420005015
18683,6084,1.001062933999492
18684,6241,1.0001843350000854
18669,6400,1.0010917339996013
18670,6561,1.0010874839999815
18672,6724,1.0010531630005062
18671,6889,1.0010565330003374
18674,7056,1.001036462999764
18675,7225,1.0010385129999122
18676,7744,1.0001378140004817
18673,7569,1.001034272000652
18677,7396,1.0010492629999135
18680,7921,1.0010575030000837
18679,8100,1.0010379429995737
18678,8281,1.0007502570006181
18682,8649,1.0004804310001418
18681,8464,1.0010624430005919
18683,8836,1.0010392530002719
18684,9025,1.0010414130001664
18669,9216,1.0011077839999416
18672,9604,1.0010314419996575
18670,9409,1.0010872930006371
18674,9801,1.0010686529994928
