,G,p,budget,from_cache,method,trial_id_x,mip_value,greedy_intersection,maxD,I_size,v1_size,v2_size,num_cross_edges,duration,updated_MIP_x,v1_sum_values,min_exposed_mean,min_exposed_stddev,updated_min_exposed_value,trial_id_y,optimal_MIP_value,mip_ratio
13506,montgomery,0.078,1000,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/eb13.json,greedy_weighted,0,98.6501055529567,-1,28,2338,10915,14200,26372,0.1905803449990344,1416.7833224020071,1318.1332168490505,137.2,9.984988733093292,1455.3332168490506,0,1410.2365867609867,1.004642295982447
13507,montgomery,0.078,1000,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/eb13.json,dependent,1,96.77230038053236,582,28,2338,10915,14200,26372,3.54379682200306,1414.9055172295832,1318.1332168490508,163.0,13.360389215887388,1481.1332168490505,0,1410.2365867609867,1.003310742688445
13508,montgomery,0.078,1000,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/eb13.json,dependent,0,96.08768853074022,584,28,2338,10915,14200,26372,3.956663639000908,1414.220905379791,1318.1332168490508,155.6,10.35857133006285,1473.7332168490507,0,1410.2365867609867,1.0028252838255711
13509,montgomery,0.078,1000,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/eb13.json,greedy_weighted,1,98.6501055529567,-1,28,2338,10915,14200,26372,0.12240806199770304,1416.7833224020071,1318.1332168490505,140.4,13.315404612703288,1458.5332168490506,0,1410.2365867609867,1.004642295982447
13510,montgomery,0.078,1000,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/eb13.json,mip_gurobi,1,92.10336991193554,681,28,2338,10915,14200,26372,5.199787768997339,1410.2365867609867,1318.1332168490512,155.2,9.093954035511725,1473.3332168490513,0,1410.2365867609867,1.0
13511,montgomery,0.078,1000,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/eb13.json,mip_gurobi,0,92.10336991193554,681,28,2338,10915,14200,26372,6.3248427549988255,1410.2365867609867,1318.1332168490512,143.6,11.92895636675732,1461.7332168490511,0,1410.2365867609867,1.0
13512,montgomery,0.078,1000,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb11.json,random,0,301.1367621252291,47,26,5921,26469,16640,45010,4.7484012089989855,5279.27351799073,4978.136755865501,579.0,28.39894364232585,5557.1367558655,0,5210.882036913633,1.0131247417601503
13513,montgomery,0.078,1000,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb11.json,greedy_weighted,1,246.5759865961965,-1,26,5921,26469,16640,45010,0.2258074220007984,5224.7127424616965,4978.1367558655,430.6,28.29840984931839,5408.736755865501,0,5210.882036913633,1.0026541966312206
13514,montgomery,0.078,1000,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb11.json,random,1,302.523590639936,33,26,5921,26469,16640,45010,5.223423367999203,5280.660346505436,4978.1367558655,564.6,19.125898671696447,5542.7367558655005,0,5210.882036913633,1.013390882598665
13515,montgomery,0.078,1000,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb11.json,greedy_weighted,0,246.5759865961965,-1,26,5921,26469,16640,45010,0.8420996780005225,5224.7127424616965,4978.1367558655,434.8,12.049896265113654,5412.936755865499,0,5210.882036913633,1.0026541966312206
13516,montgomery,0.078,1000,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb11.json,dependent,1,244.23156061373462,498,26,5921,26469,16640,45010,7.612141091998638,5222.368316479236,4978.136755865501,457.2,29.827839345148693,5435.336755865501,0,5210.882036913633,1.0022042870063521
13517,montgomery,0.078,1000,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb11.json,dependent,0,243.21871035100062,503,26,5921,26469,16640,45010,7.938759923999896,5221.355466216501,4978.1367558655,476.6,12.641202474448384,5454.736755865501,0,5210.882036913633,1.0020099148721224
