,G,p,method,budget,from_cache,value,isOptimal,maxD,duration,I_size
0,montgomery,0.078,dependent,400,ca15.json,626.8213831449166,-1,28,1.2793500423431396,1217
1,montgomery,0.078,dependent,400,ca15.json,626.8296392889173,-1,28,1.2764976024627686,1217
2,montgomery,0.078,dependent,400,nb15.json,801.1740600801927,-1,27,3.017584562301636,1584
3,montgomery,0.078,dependent,400,nb15.json,801.0945393047596,-1,27,3.2607100009918213,1584
4,montgomery,0.078,dependent,400,qa7.json,4003.907516185621,-1,59,10.394865036010742,2359
5,montgomery,0.078,dependent,400,qa7.json,4002.559627408496,-1,59,11.22074007987976,2359
6,montgomery,0.078,dependent,400,ma9.json,5852.597137651109,-1,32,10.900797367095947,4854
7,montgomery,0.078,dependent,400,pa10.json,4871.4237227971835,-1,31,10.630739212036133,5772
8,montgomery,0.078,dependent,400,ma9.json,5854.180029382195,-1,32,11.259536743164062,4854
9,montgomery,0.078,dependent,400,sb14.json,1341.5191192993266,-1,31,3.3132970333099365,2393
10,montgomery,0.078,dependent,400,pa10.json,4871.568053110477,-1,31,11.624650478363035,5772
11,montgomery,0.078,dependent,400,ja11.json,5070.436993992582,-1,27,11.24178147315979,5736
12,montgomery,0.078,dependent,400,sb14.json,1341.1224691092098,-1,31,3.803372859954834,2393
13,montgomery,0.078,dependent,400,ta16.json,274.9116405359276,-1,28,1.0377702713012695,609
14,montgomery,0.078,dependent,400,ja11.json,5069.794420522402,-1,27,12.14602255821228,5736
15,montgomery,0.078,dependent,400,ta16.json,274.9069801919271,-1,28,1.6353063583374023,609
16,montgomery,0.078,dependent,400,jb14.json,1334.5215616676594,-1,30,4.550549983978272,2465
17,montgomery,0.078,dependent,400,jb14.json,1334.3347192817846,-1,30,5.28392219543457,2465
18,montgomery,0.078,dependent,400,ba8.json,4781.847244411507,-1,45,14.972622632980347,3114
19,montgomery,0.078,dependent,400,ba8.json,4782.722252969706,-1,45,16.36792802810669,3114
20,montgomery,0.078,dependent,400,ya7.json,4811.315548895435,-1,44,17.79250431060791,3014
21,montgomery,0.078,dependent,400,ya7.json,4812.918171423304,-1,44,18.9210045337677,3014
22,montgomery,0.078,dependent,400,za14.json,846.7915033003055,-1,29,3.622072458267212,1687
23,montgomery,0.078,dependent,400,za14.json,846.610341292234,-1,29,4.813057899475098,1687
24,montgomery,0.078,dependent,400,jb12.json,4030.479058634598,-1,21,15.70418930053711,5490
25,montgomery,0.078,dependent,400,oa12.json,2322.750787414365,-1,24,12.840702772140505,3800
26,montgomery,0.078,dependent,400,jb12.json,4030.151169795636,-1,21,18.399797439575195,5490
27,montgomery,0.078,dependent,400,oa12.json,2322.6204828875493,-1,24,11.636682510375975,3800
28,montgomery,0.078,dependent,400,lb9.json,5198.615710911756,-1,40,21.495742559432983,3788
29,montgomery,0.078,dependent,400,zb9.json,6093.096503774388,-1,38,23.939797401428226,5181
30,montgomery,0.078,dependent,400,ob5.json,1204.458517397007,-1,60,15.872649431228638,560
31,montgomery,0.078,dependent,400,ob5.json,1204.8435832990851,-1,60,15.347055196762085,560
32,montgomery,0.078,dependent,400,lb9.json,5199.717930142315,-1,40,22.929383039474487,3788
33,montgomery,0.078,dependent,400,fa13.json,1261.2212914806282,-1,30,5.261251211166382,2317
34,montgomery,0.078,dependent,400,fa13.json,1261.2170835122595,-1,30,7.779987335205077,2317
35,montgomery,0.078,dependent,400,zb9.json,6092.997330992271,-1,38,26.254982233047485,5181
36,montgomery,0.078,dependent,400,va14.json,861.1087989196776,-1,27,3.5172860622406006,1674
37,montgomery,0.078,dependent,400,va14.json,860.5612207814246,-1,27,3.763647794723511,1674
38,montgomery,0.078,dependent,400,eb11.json,3787.492700151744,-1,26,18.551192760467533,5118
39,montgomery,0.078,dependent,400,eb11.json,3787.842857968045,-1,26,17.246439218521118,5118
40,montgomery,0.078,dependent,400,tb15.json,424.5790348799068,-1,23,3.3118932247161865,885
41,montgomery,0.078,dependent,400,ka9.json,6049.990315887812,-1,29,22.015503883361816,4830
42,montgomery,0.078,dependent,400,tb15.json,424.48177605590655,-1,23,3.7120363712310787,885
43,montgomery,0.078,dependent,400,fb11.json,3016.253275729701,-1,27,10.349084377288818,4600
44,montgomery,0.078,dependent,400,ka9.json,6049.749351058987,-1,29,24.23318290710449,4830
45,montgomery,0.078,dependent,400,rb5.json,2848.908127041597,-1,55,41.19684195518494,1571
46,montgomery,0.078,dependent,400,fb11.json,3015.9998835213105,-1,27,11.106249570846558,4600
47,montgomery,0.078,dependent,400,sb16.json,334.6796643839233,-1,31,2.158072233200073,724
48,montgomery,0.078,dependent,400,la5.json,2006.1858446960327,-1,63,17.01286792755127,1024
49,montgomery,0.078,dependent,400,rb5.json,2846.6005462366143,-1,55,43.12034678459168,1571
50,montgomery,0.078,dependent,400,sb16.json,334.77549955192393,-1,31,1.6035377979278564,724
51,montgomery,0.078,dependent,400,la5.json,2003.3033624731656,-1,63,19.85159468650818,1024
52,montgomery,0.078,dependent,400,ob14.json,1080.574983311131,-1,26,4.205331802368163,2079
53,montgomery,0.078,dependent,400,ob14.json,1080.365416985304,-1,26,3.5198171138763428,2079
54,montgomery,0.078,dependent,400,pa11.json,3289.1002867685042,-1,22,9.767610549926758,4795
55,montgomery,0.078,dependent,400,pa11.json,3289.5900711265285,-1,22,8.889152765274046,4795
56,montgomery,0.078,dependent,400,eb8.json,5548.528876855192,-1,38,20.824527502059933,4030
57,montgomery,0.078,dependent,400,eb8.json,5547.535820400547,-1,38,27.339965343475342,4030
58,montgomery,0.078,dependent,400,na8.json,4369.299636728761,-1,50,24.770715713500977,2718
59,montgomery,0.078,dependent,400,na8.json,4367.4635702514415,-1,50,23.664209842681885,2718
60,montgomery,0.078,dependent,400,zb14.json,825.1959559668585,-1,22,3.3927218914031982,1591
61,montgomery,0.078,dependent,400,zb14.json,825.3672507302483,-1,22,4.624840974807738,1591
62,montgomery,0.078,dependent,400,ub5.json,1381.7807971286184,-1,76,19.001056194305423,674
63,montgomery,0.078,dependent,400,rb7.json,5563.227165787852,-1,39,28.73126769065857,3943
64,montgomery,0.078,dependent,400,vb6.json,2138.770546124699,-1,63,24.19869685173035,1114
65,montgomery,0.078,dependent,400,la10.json,5022.364363865199,-1,26,26.433360815048214,5852
66,montgomery,0.078,dependent,400,ub5.json,1382.2840850708262,-1,76,23.177685260772705,674
67,montgomery,0.078,dependent,400,la10.json,5022.361022628698,-1,26,27.94755506515503,5852
68,montgomery,0.078,dependent,400,rb7.json,5563.088064512373,-1,39,31.975527048110962,3943
69,montgomery,0.078,dependent,400,ya6.json,3250.641468999319,-1,51,53.32741665840149,1790
70,montgomery,0.078,dependent,400,vb6.json,2140.014522604725,-1,63,24.956194400787354,1114
71,montgomery,0.078,dependent,400,ka8.json,5143.652421882776,-1,46,30.79355478286743,3491
72,montgomery,0.078,dependent,400,ka8.json,5142.354585588423,-1,46,31.01540017127991,3491
73,montgomery,0.078,dependent,400,ya6.json,3249.7773009332723,-1,51,54.91575312614441,1790
74,montgomery,0.078,dependent,400,sb13.json,2395.0088741785216,-1,25,14.531650066375732,3785
75,montgomery,0.078,dependent,400,sb13.json,2394.727851391839,-1,25,12.259420394897461,3785
76,montgomery,0.078,dependent,400,aa5.json,1185.164227191989,-1,72,15.621285676956177,565
77,montgomery,0.078,dependent,400,ta12.json,3723.5360625478475,-1,29,20.699827194213867,5172
78,montgomery,0.078,dependent,400,aa5.json,1185.0673862001272,-1,72,19.18423342704773,565
79,montgomery,0.078,dependent,400,ta12.json,3723.003704211441,-1,29,20.698397874832157,5172
80,montgomery,0.078,dependent,400,bb7.json,4664.246909681096,-1,51,26.15950131416321,2985
81,montgomery,0.078,dependent,400,bb7.json,4662.138616388072,-1,51,25.915700435638428,2985
82,montgomery,0.078,dependent,400,fa5.json,1916.746620726232,-1,61,10.750635623931883,983
83,montgomery,0.078,dependent,400,fa5.json,1916.36984224444,-1,61,12.039167642593384,983
84,montgomery,0.078,dependent,400,sa11.json,5072.44946596997,-1,28,14.106115818023682,5865
85,montgomery,0.078,dependent,400,sa11.json,5071.5507657328835,-1,28,17.27563786506653,5865
86,montgomery,0.078,dependent,400,fa10.json,5315.741550833274,-1,28,17.958807945251465,6046
87,montgomery,0.078,dependent,400,oa13.json,1268.7144507696644,-1,24,8.145577430725098,2315
88,montgomery,0.078,dependent,400,yb5.json,1638.573691091,-1,61,14.425210952758787,792
89,montgomery,0.078,dependent,400,ma7.json,3988.4164431834174,-1,47,20.297741889953613,2329
90,montgomery,0.078,dependent,400,ib8.json,5633.43415963304,-1,38,17.62589883804321,4207
91,montgomery,0.078,dependent,400,ib8.json,5633.414819575579,-1,38,18.76109862327576,4207
92,montgomery,0.078,dependent,400,oa13.json,1269.249243865638,-1,24,7.57512354850769,2315
93,montgomery,0.078,dependent,400,yb5.json,1636.4173401050332,-1,61,16.75967788696289,792
94,montgomery,0.078,dependent,400,ma7.json,3989.6607811828303,-1,47,21.66566252708435,2329
95,montgomery,0.078,dependent,400,ya8.json,5972.544831830755,-1,36,18.83492994308472,4478
96,montgomery,0.078,dependent,400,fa10.json,5315.546813936548,-1,28,21.007997512817386,6046
97,montgomery,0.078,dependent,400,na15.json,654.9321193575263,-1,28,4.211968898773193,1308
98,montgomery,0.078,dependent,400,ya8.json,5972.658629469582,-1,36,20.243673086166385,4478
99,montgomery,0.078,dependent,400,na15.json,654.9774435170307,-1,28,4.624292135238648,1308
100,montgomery,0.078,dependent,400,xa11.json,3409.282491392365,-1,22,15.499883651733398,5004
101,montgomery,0.078,dependent,400,xa11.json,3408.898471779413,-1,22,17.505762815475464,5004
102,montgomery,0.078,dependent,400,ia9.json,6007.405235645335,-1,32,19.61611533164978,4897
103,montgomery,0.078,dependent,400,ia9.json,6007.136850759184,-1,32,23.74728560447693,4897
104,montgomery,0.078,dependent,400,ra5.json,1488.6216127698126,-1,70,16.888797521591187,691
105,montgomery,0.078,dependent,400,rb6.json,4206.222031584718,-1,49,26.62043857574463,2542
106,montgomery,0.078,dependent,400,ca12.json,3778.1451129683796,-1,31,21.29714298248291,5210
107,montgomery,0.078,dependent,400,ca12.json,3778.326258565509,-1,31,21.194391012191765,5210
108,montgomery,0.078,dependent,400,rb6.json,4207.406421420055,-1,49,28.935107946395874,2542
109,montgomery,0.078,dependent,400,ra5.json,1488.4218616450462,-1,70,20.15277647972107,691
110,montgomery,0.078,dependent,400,zb15.json,421.57576866902735,-1,24,1.3217453956604004,890
111,montgomery,0.078,dependent,400,zb15.json,421.599108931637,-1,24,2.0331714153289795,890
112,montgomery,0.078,dependent,400,xb11.json,6053.821873707051,-1,29,24.107078790664676,5632
113,montgomery,0.078,dependent,400,db13.json,1941.254911805496,-1,32,13.86661982536316,3373
114,montgomery,0.078,dependent,400,ia5.json,1547.602892775047,-1,62,25.58183670043945,757
115,montgomery,0.078,dependent,400,fb13.json,936.7756081711391,-1,26,13.071125984191895,1773
116,montgomery,0.078,dependent,400,db13.json,1940.9881315568664,-1,32,20.92370057106018,3373
117,montgomery,0.078,dependent,400,xb11.json,6053.452827127265,-1,29,41.75907111167908,5632
118,montgomery,0.078,dependent,400,zb10.json,5568.512753496726,-1,33,31.42961359024048,5901
119,montgomery,0.078,dependent,400,fb13.json,936.9028824254044,-1,26,17.270896196365356,1773
120,montgomery,0.078,dependent,400,jb7.json,2802.753622789135,-1,51,67.41288328170775,1517
121,montgomery,0.078,dependent,400,ia5.json,1547.5904200387274,-1,62,39.11130380630493,757
122,montgomery,0.078,dependent,400,jb7.json,2803.5652943231016,-1,51,70.66804480552673,1517
123,montgomery,0.078,dependent,400,zb10.json,5569.069328918841,-1,33,53.10565972328186,5901
124,montgomery,0.078,dependent,400,ga6.json,2282.913702276973,-1,57,83.95600914955139,1170
125,montgomery,0.078,dependent,400,ja10.json,5925.823864693453,-1,31,67.7879991531372,5489
126,montgomery,0.078,dependent,400,bb9.json,5988.970200112262,-1,30,72.20335841178894,5480
127,montgomery,0.078,dependent,400,ja10.json,5925.953042235209,-1,31,67.94973063468933,5489
128,montgomery,0.078,dependent,400,va6.json,2528.465737272558,-1,68,90.96293783187866,1322
129,montgomery,0.078,dependent,400,bb9.json,5987.779650242946,-1,30,76.65633797645569,5480
130,montgomery,0.078,dependent,400,va6.json,2529.160843389379,-1,68,91.34071588516235,1322
131,montgomery,0.078,dependent,400,ma10.json,5607.5874158461365,-1,32,58.71684193611145,5737
132,montgomery,0.078,dependent,400,la12.json,2211.0094234891167,-1,25,28.69402384757996,3566
133,montgomery,0.078,dependent,400,la12.json,2211.047773415952,-1,25,26.14046001434326,3566
134,montgomery,0.078,dependent,400,ia7.json,3819.456345926567,-1,48,51.72638511657715,2283
135,montgomery,0.078,dependent,400,ga6.json,2282.888215397535,-1,57,92.10525012016295,1170
136,montgomery,0.078,dependent,400,ma10.json,5607.936355400018,-1,32,66.97721600532532,5737
137,montgomery,0.078,dependent,400,lb5.json,1063.5936774573067,-1,78,29.204796075820926,527
138,montgomery,0.078,dependent,400,ab13.json,1689.9019067984439,-1,24,18.650174856185913,2895
139,montgomery,0.078,dependent,400,lb5.json,1063.2281818035774,-1,78,32.958667278289795,527
140,montgomery,0.078,dependent,400,ab6.json,2604.405129485106,-1,55,103.54560708999634,1343
141,montgomery,0.078,dependent,400,ab6.json,2604.600045732707,-1,55,103.37930154800415,1343
142,montgomery,0.078,dependent,400,ab13.json,1689.8441999920158,-1,24,17.72859716415405,2895
143,montgomery,0.078,dependent,400,ia7.json,3818.913390618744,-1,48,69.57085061073303,2283
144,montgomery,0.078,dependent,400,ga14.json,1019.6186752459804,-1,25,15.248778104782104,1893
145,montgomery,0.078,dependent,400,ga14.json,1019.415210988804,-1,25,11.505746841430664,1893
146,montgomery,0.078,dependent,400,qa8.json,5469.47456061139,-1,43,61.17460346221924,3769
147,montgomery,0.078,dependent,400,qa8.json,5467.390601295965,-1,43,58.55006647109985,3769
148,montgomery,0.078,dependent,400,fa9.json,6128.677481738163,-1,29,75.86406588554381,5478
149,montgomery,0.078,dependent,400,fa9.json,6129.720301648166,-1,29,72.70657444000244,5478
150,montgomery,0.078,dependent,400,da10.json,5994.762223301977,-1,31,65.48036360740662,5500
151,montgomery,0.078,dependent,400,sa6.json,2073.306593538704,-1,60,55.534446001052856,1036
152,montgomery,0.078,dependent,400,qb15.json,553.467513926955,-1,27,4.3020761013031015,1133
153,montgomery,0.078,dependent,400,qb15.json,553.3931089095156,-1,27,3.4404311180114746,1133
154,montgomery,0.078,dependent,400,da10.json,5993.349801469046,-1,31,67.05313086509705,5500
155,montgomery,0.078,dependent,400,ka15.json,494.2518527093703,-1,24,2.450230836868286,1000
156,montgomery,0.078,dependent,400,sa6.json,2069.802253741206,-1,60,53.87261629104614,1036
157,montgomery,0.078,dependent,400,ka15.json,494.0099461663626,-1,24,3.9887981414794917,1000
158,montgomery,0.078,dependent,400,qa11.json,4243.71145238124,-1,28,35.71636748313904,5729
159,montgomery,0.078,dependent,400,ta7.json,3064.2892407017625,-1,54,112.49090623855592,1648
160,montgomery,0.078,dependent,400,qa11.json,4243.529029773944,-1,28,36.975694179534905,5729
161,montgomery,0.078,dependent,400,xb16.json,635.2556687596915,-1,24,5.046267032623291,1256
162,montgomery,0.078,dependent,400,ta7.json,3062.4839453312043,-1,54,115.0224151611328,1648
163,montgomery,0.078,dependent,400,xb16.json,635.2517414110181,-1,24,3.4718289375305176,1256
164,montgomery,0.078,dependent,400,ha9.json,5793.904702511929,-1,33,32.63996458053589,4351
165,montgomery,0.078,dependent,400,gb12.json,2455.807759781511,-1,26,12.350215673446655,4089
166,montgomery,0.078,dependent,400,ab14.json,946.5796846069259,-1,34,7.786718606948851,1711
167,montgomery,0.078,dependent,400,gb12.json,2455.755558869639,-1,26,12.502883672714233,4089
168,montgomery,0.078,dependent,400,ab14.json,946.7437725885424,-1,34,6.649725914001465,1711
169,montgomery,0.078,dependent,400,ha9.json,5793.8478753405325,-1,33,39.262818098068244,4351
170,montgomery,0.078,dependent,400,rb14.json,353.932747271909,-1,27,3.8276805877685542,794
171,montgomery,0.078,dependent,400,rb14.json,353.95052471990914,-1,27,2.507889032363892,794
172,montgomery,0.078,dependent,400,ib15.json,330.5720920319203,-1,32,1.9734034538269043,725
173,montgomery,0.078,dependent,400,ib15.json,330.44915872791967,-1,32,2.7614119052886963,725
174,montgomery,0.078,dependent,400,fb12.json,1769.0055698297456,-1,21,9.410950183868408,3054
175,montgomery,0.078,dependent,400,cb10.json,5556.258537036969,-1,26,26.082241535186768,5861
176,montgomery,0.078,dependent,400,qa6.json,2603.419253038213,-1,54,71.39410471916199,1383
177,montgomery,0.078,dependent,400,fb12.json,1769.3163068728436,-1,21,9.195759534835817,3054
178,montgomery,0.078,dependent,400,cb10.json,5557.9484982105505,-1,26,32.22782278060913,5861
179,montgomery,0.078,dependent,400,qa5.json,1572.0197026624942,-1,60,20.63710713386536,787
180,montgomery,0.078,dependent,400,qa6.json,2604.066166146785,-1,54,84.08403491973877,1383
181,montgomery,0.078,dependent,400,qa5.json,1570.3391396281797,-1,60,22.40129041671753,787
182,montgomery,0.078,dependent,400,ha16.json,283.67941024792236,-1,31,2.450678586959839,614
183,montgomery,0.078,dependent,400,ha16.json,283.7411141759227,-1,31,4.12321138381958,614
184,montgomery,0.078,dependent,400,bb8.json,5794.55110195758,-1,41,33.43667483329773,4347
185,montgomery,0.078,dependent,400,bb8.json,5793.989668288747,-1,41,36.42562031745911,4347
186,montgomery,0.078,dependent,400,qb16.json,260.5727794799293,-1,24,1.6933608055114746,598
187,montgomery,0.078,dependent,400,ab11.json,4454.359595945987,-1,28,25.754091024398804,5591
188,montgomery,0.078,dependent,400,ga7.json,3478.171554246281,-1,52,78.205778837204,1961
189,montgomery,0.078,dependent,400,qb16.json,260.4886377599292,-1,24,2.985447645187378,598
190,montgomery,0.078,dependent,400,ab11.json,4455.309734254104,-1,28,24.55415344238281,5591
191,montgomery,0.078,dependent,400,va8.json,5151.30982555205,-1,44,33.384000062942505,3512
192,montgomery,0.078,dependent,400,ga7.json,3479.5968568329235,-1,52,90.28738212585449,1961
193,montgomery,0.078,dependent,400,va8.json,5149.283793277169,-1,44,37.83642816543579,3512
194,montgomery,0.078,dependent,400,ib7.json,4527.568344513436,-1,44,27.564737796783447,2956
195,montgomery,0.078,dependent,400,ib7.json,4526.0638153594955,-1,44,29.75952816009521,2956
196,montgomery,0.078,dependent,400,ta11.json,5274.788521798827,-1,28,24.3645613193512,5964
197,montgomery,0.078,dependent,400,ta11.json,5274.615287679093,-1,28,24.31475806236267,5964
198,montgomery,0.078,dependent,400,kb7.json,3203.8205979185004,-1,53,64.97237277030946,1759
199,montgomery,0.078,dependent,400,ia12.json,2971.3820603956783,-1,24,9.069354057312012,4456
200,montgomery,0.078,dependent,400,ia12.json,2971.966266388453,-1,24,10.65386438369751,4456
201,montgomery,0.078,dependent,400,fb7.json,5070.672649654744,-1,42,35.678014278411865,3478
202,montgomery,0.078,dependent,400,fb7.json,5071.359408914991,-1,42,34.20741367340088,3478
203,montgomery,0.078,dependent,400,kb7.json,3201.9148571217524,-1,53,76.76109337806702,1759
204,montgomery,0.078,dependent,400,ub10.json,5823.625417508869,-1,27,25.399345874786377,5639
205,montgomery,0.078,dependent,400,ub10.json,5823.86630380024,-1,27,26.85970139503479,5639
206,montgomery,0.078,dependent,400,ya12.json,2078.1411006449257,-1,27,11.451852798461914,3527
207,montgomery,0.078,dependent,400,ya12.json,2077.916111137847,-1,27,12.293890714645386,3527
208,montgomery,0.078,dependent,400,ua15.json,1038.485394349435,-1,32,7.254730463027954,1912
209,montgomery,0.078,dependent,400,ua15.json,1038.6865418443017,-1,32,9.09267592430115,1912
210,montgomery,0.078,dependent,400,vb11.json,5023.422874728097,-1,23,27.75552749633789,5881
211,montgomery,0.078,dependent,400,vb11.json,5023.862568610621,-1,23,27.552855968475342,5881
212,montgomery,0.078,dependent,400,eb7.json,4457.627473616024,-1,45,30.09048581123352,2690
213,montgomery,0.078,dependent,400,ma14.json,935.4841538095927,-1,23,8.830203294754027,1792
214,montgomery,0.078,dependent,400,wa5.json,2280.550895959325,-1,73,45.503249406814575,1205
215,montgomery,0.078,dependent,400,ma14.json,935.4020417957908,-1,23,7.797549486160277,1792
216,montgomery,0.078,dependent,400,lb13.json,2650.6305590280035,-1,26,13.208640098571776,4128
217,montgomery,0.078,dependent,400,lb13.json,2650.764243375828,-1,26,17.284138441085815,4128
218,montgomery,0.078,dependent,400,eb7.json,4458.760411094077,-1,45,35.74211525917053,2690
219,montgomery,0.078,dependent,400,wa5.json,2281.629418014034,-1,73,53.03076577186585,1205
220,montgomery,0.078,dependent,400,lb16.json,393.46522519191046,-1,24,2.1455166339874268,834
221,montgomery,0.078,dependent,400,ib9.json,5945.740641899793,-1,35,32.41261386871338,5472
222,montgomery,0.078,dependent,400,lb16.json,393.4301448479101,-1,24,3.5730822086334233,834
223,montgomery,0.078,dependent,400,wa7.json,4913.700781340075,-1,40,32.341975450515754,3208
224,montgomery,0.078,dependent,400,wa7.json,4913.648417969855,-1,40,33.219244241714485,3208
225,montgomery,0.078,dependent,400,wb15.json,537.7170302791701,-1,27,4.860490322113037,1109
226,montgomery,0.078,dependent,400,wb15.json,537.644154029282,-1,27,5.887796401977539,1109
227,montgomery,0.078,dependent,400,ib9.json,5945.99088699005,-1,35,42.29515552520753,5472
228,montgomery,0.078,dependent,400,ja7.json,3196.8934306985193,-1,67,62.62098288536072,1803
229,montgomery,0.078,dependent,400,va5.json,1536.3364023417967,-1,71,20.579928398132324,755
230,montgomery,0.078,dependent,400,ab8.json,5083.116258017724,-1,42,34.320209741592414,3488
231,montgomery,0.078,dependent,400,va5.json,1534.2903556774993,-1,71,25.44199228286743,755
232,montgomery,0.078,dependent,400,ja7.json,3194.2232146141887,-1,67,67.17338609695436,1803
233,montgomery,0.078,dependent,400,db10.json,6056.24306803827,-1,26,32.857826709747314,5670
234,montgomery,0.078,dependent,400,cb9.json,6092.768039236948,-1,35,41.611351728439324,5174
235,montgomery,0.078,dependent,400,ab8.json,5084.458134507223,-1,42,34.99585008621216,3488
236,montgomery,0.078,dependent,400,ub9.json,5925.994743970586,-1,37,27.509238958358765,4769
237,montgomery,0.078,dependent,400,cb9.json,6091.001890669391,-1,35,44.587023973464966,5174
238,montgomery,0.078,dependent,400,db10.json,6055.628265833701,-1,26,34.07828545570373,5670
239,montgomery,0.078,dependent,400,ub9.json,5927.116502965103,-1,37,30.14428877830505,4769
240,montgomery,0.078,dependent,400,gb11.json,4046.470305200986,-1,21,21.257720708847046,5507
241,montgomery,0.078,dependent,400,gb11.json,4046.2001724833567,-1,21,20.682901620864868,5507
242,montgomery,0.078,dependent,400,wb11.json,4842.5453136784945,-1,24,19.762047529220578,5855
243,montgomery,0.078,dependent,400,wb11.json,4842.139969937512,-1,24,20.390028953552246,5855
244,montgomery,0.078,dependent,400,ub12.json,3204.9116747431185,-1,24,13.414703607559204,4717
245,montgomery,0.078,dependent,400,da11.json,5202.702553803459,-1,27,22.69437599182129,6011
246,montgomery,0.078,dependent,400,bb6.json,3328.2193893874523,-1,71,65.81728720664978,1804
247,montgomery,0.078,dependent,400,ub12.json,3204.5104683456602,-1,24,14.735554933547974,4717
248,montgomery,0.078,dependent,400,da11.json,5202.496757735738,-1,27,25.79841637611389,6011
249,montgomery,0.078,dependent,400,vb15.json,575.9803866290338,-1,22,4.478662252426148,1179
250,montgomery,0.078,dependent,400,vb15.json,575.8935501113715,-1,22,4.384040355682373,1179
251,montgomery,0.078,dependent,400,wa9.json,6043.183725536892,-1,32,24.268210887908936,5956
252,montgomery,0.078,dependent,400,xa8.json,5868.171112401798,-1,42,26.34250283241272,4625
253,montgomery,0.078,dependent,400,bb6.json,3330.053922083172,-1,71,72.89118123054504,1804
254,montgomery,0.078,dependent,400,gb15.json,257.44296333593024,-1,24,2.0953211784362797,624
255,montgomery,0.078,dependent,400,gb15.json,257.4448615439302,-1,24,1.3338570594787598,624
256,montgomery,0.078,dependent,400,na12.json,3817.640150410624,-1,30,21.523240327835087,5159
257,montgomery,0.078,dependent,400,ob13.json,2017.9368165568685,-1,25,8.333697557449339,3459
258,montgomery,0.078,dependent,400,xa8.json,5866.31480068485,-1,42,29.830437898635864,4625
259,montgomery,0.078,dependent,400,wa9.json,6043.055706042188,-1,32,26.512073755264282,5956
260,montgomery,0.078,dependent,400,ob13.json,2018.2410429435931,-1,25,8.867076158523561,3459
261,montgomery,0.078,dependent,400,na12.json,3818.191219890901,-1,30,21.857261180877686,5159
262,montgomery,0.078,dependent,400,fa12.json,2299.712779880705,-1,24,8.563339233398438,3848
263,montgomery,0.078,dependent,400,kb12.json,3554.124279678124,-1,26,15.564690113067627,4958
264,montgomery,0.078,dependent,400,ua12.json,4749.943618304758,-1,26,19.271678447723392,5608
265,montgomery,0.078,dependent,400,ia11.json,4488.776321681945,-1,24,22.28057837486267,5609
266,montgomery,0.078,dependent,400,fa12.json,2300.143044532092,-1,24,12.320240020751953,3848
267,montgomery,0.078,dependent,400,ia11.json,4488.411917759131,-1,24,22.18854522705078,5609
268,montgomery,0.078,dependent,400,kb12.json,3553.867045412793,-1,26,20.492186784744266,4958
269,montgomery,0.078,dependent,400,ua12.json,4750.473832986409,-1,26,24.285544395446774,5608
270,montgomery,0.078,dependent,400,tb6.json,2752.2760255700127,-1,54,46.68043518066406,1524
271,montgomery,0.078,dependent,400,la9.json,5987.436484885229,-1,34,30.8800048828125,5582
272,montgomery,0.078,dependent,400,la9.json,5987.072149603264,-1,34,30.78219318389893,5582
273,montgomery,0.078,dependent,400,jb6.json,1767.669638251091,-1,57,14.830760478973387,893
274,montgomery,0.078,dependent,400,jb6.json,1767.4685296028333,-1,57,15.898497104644775,893
275,montgomery,0.078,dependent,400,tb6.json,2754.3278735345034,-1,54,52.60823202133179,1524
276,montgomery,0.078,dependent,400,ab5.json,1603.7179181875504,-1,62,15.61438775062561,767
277,montgomery,0.078,dependent,400,ab5.json,1602.9945415400573,-1,62,14.881094694137573,767
278,montgomery,0.078,dependent,400,gb5.json,1726.090998703942,-1,85,14.940956115722654,846
279,montgomery,0.078,dependent,400,sa14.json,1226.6194436007395,-1,29,3.563774585723877,2274
280,montgomery,0.078,dependent,400,sa14.json,1226.7251653149615,-1,29,3.8698537349700928,2274
281,montgomery,0.078,dependent,400,gb5.json,1725.0624591158676,-1,85,14.267512798309324,846
282,montgomery,0.078,dependent,400,ea11.json,5204.833393774521,-1,33,16.228780508041382,5948
283,montgomery,0.078,dependent,400,ka11.json,4524.135940909767,-1,28,13.334779500961304,5639
284,montgomery,0.078,dependent,400,ka11.json,4524.034391347027,-1,28,14.254750728607178,5639
285,montgomery,0.078,dependent,400,za5.json,1588.1676275038305,-1,61,11.961775064468384,742
286,montgomery,0.078,dependent,400,ea11.json,5205.25646453558,-1,33,15.4931480884552,5948
287,montgomery,0.078,dependent,400,nb12.json,4125.352467813789,-1,29,12.049322605133055,5291
288,montgomery,0.078,dependent,400,za5.json,1587.6909303435486,-1,61,11.490962743759155,742
289,montgomery,0.078,dependent,400,pb9.json,5971.362554346497,-1,33,13.40339732170105,4900
290,montgomery,0.078,dependent,400,tb12.json,2824.7346097690142,-1,24,6.084282875061035,4259
291,montgomery,0.078,dependent,400,ra14.json,903.2519864871947,-1,30,2.2118055820465092,1687
292,montgomery,0.078,dependent,400,pb9.json,5972.5400200000395,-1,33,14.503252029418945,4900
293,montgomery,0.078,dependent,400,qb13.json,2059.544415746652,-1,29,5.669355630874634,3428
294,montgomery,0.078,dependent,400,nb12.json,4125.496833713939,-1,29,11.316394090652466,5291
295,montgomery,0.078,dependent,400,ra14.json,903.1093237992152,-1,30,2.397233247756958,1687
