,G,p,budget,from_cache,method,trial_id,min_exposed_value,mip_value,greedy_intersection,maxD,I_size,v1_size,v2_size,num_cross_edges,duration,updated_MIP
7415,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/wa14.json,dependent,0,"(61.6, 6.107372593840988)",43.19640920436545,503,26,973,4973,9471,13552,0.9600421260001896,550.3973053491235
7416,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/wa14.json,dependent,1,"(57.6, 8.264381404557755)",43.28213255294321,498,26,973,4973,9471,13552,0.8114539950001927,550.4830286977012
7417,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/wa14.json,greedy_weighted,1,"(55.4, 7.3006848993775915)",44.77495675031007,-1,26,973,4973,9471,13552,0.028901907000545183,551.9758528950681
7418,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/wa14.json,greedy_weighted,0,"(58, 5.612486080160912)",44.77495675031007,-1,26,973,4973,9471,13552,0.04829609300213633,551.9758528950681
7419,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/wa14.json,mip_gurobi,1,"(50.8, 6.1400325732035)",42.592621512782436,521,26,973,4973,9471,13552,1.237711164998473,549.7935176575405
7420,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ra11.json,mip_gurobi,0,"(451.8, 27.806474066303338)",227.28236438143543,384,23,5658,24668,16121,42347,10.648271374997421,4714.6107547473675
7421,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/wa14.json,mip_gurobi,0,"(55.8, 6.099180272790763)",42.592621512782436,521,26,973,4973,9471,13552,1.4102632619978976,549.7935176575405
7422,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ub11.json,mip_gurobi,0,"(475.2, 12.336936410632909)",237.59623244743042,388,31,5628,25285,16570,43819,10.170103441996618,4885.406378207329
7423,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ub11.json,mip_gurobi,1,"(469.4, 24.419254697881343)",237.59623244743042,388,31,5628,25285,16570,43819,9.362141569999947,4885.406378207329
7424,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa16.json,random,1,"(58.2, 4.868264577855235)",46.70932486817893,137,25,631,3303,7358,9867,0.3619875559998036,373.0068553814296
7425,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa16.json,dependent,1,"(25.6, 6.5038450166036395)",25.93067215223851,562,25,631,3303,7358,9867,0.4816648919986619,352.22820266548916
7426,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa16.json,greedy_weighted,1,"(32.4, 1.140175425099138)",27.092964209949542,-1,25,631,3303,7358,9867,0.018867569000576626,353.39049472320016
7427,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa16.json,dependent,0,"(29.8, 3.7013511046643495)",25.963261892519274,563,25,631,3303,7358,9867,0.4872671589982929,352.2607924057699
7428,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa16.json,random,0,"(53.4, 10.478549517943788)",45.80843299816005,148,25,631,3303,7358,9867,0.3961149870010559,372.1059635114107
7429,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa16.json,greedy_weighted,0,"(30.4, 8.502940667792526)",27.092964209949542,-1,25,631,3303,7358,9867,0.02059165299942833,353.39049472320016
7430,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/xb17.json,random,0,"(54.4, 3.646916505762094)",47.01424088207101,158,24,677,3299,7322,9584,0.3490293770009885,380.4350008127007
7431,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa16.json,mip_gurobi,0,"(28.2, 4.54972526643093)",25.668270255902282,580,25,631,3303,7358,9867,0.5508424270010437,351.9658007691529
7432,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa16.json,mip_gurobi,1,"(29.8, 2.588435821108957)",25.668270255902282,580,25,631,3303,7358,9867,0.5409497830005421,351.9658007691529
7433,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/xb17.json,dependent,1,"(36.2, 10.449880382090505)",25.227175912194554,581,24,677,3299,7322,9584,0.8065576199987845,358.64793584282427
7434,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/xb17.json,dependent,0,"(35.6, 2.4083189157584592)",25.220636298226395,582,24,677,3299,7322,9584,0.7914418230029696,358.6413962288561
7435,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/xb17.json,random,1,"(58.8, 8.012490249604053)",47.13288155190655,149,24,677,3299,7322,9584,0.3438513450018945,380.55364148253625
7436,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/xb17.json,mip_gurobi,0,"(32.2, 8.64291617453276)",25.032775208914927,588,24,677,3299,7322,9584,0.4853637279993563,358.4535351395446
7437,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ca10.json,random,0,"(833, 23.90606617576384)",391.92067382695694,15,34,5559,31358,19726,66657,2.6619886750013397,6482.354752414156
7438,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/xb17.json,greedy_weighted,0,"(29.8, 4.816637831516918)",26.359451761029693,-1,24,677,3299,7322,9584,0.03418513699944015,359.78021169165936
7439,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/xb17.json,mip_gurobi,1,"(35, 10.198039027185569)",25.032775208914927,588,24,677,3299,7322,9584,0.5553578890030622,358.4535351395446
7440,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/xb17.json,greedy_weighted,1,"(29.4, 4.098780306383839)",26.359451761029693,-1,24,677,3299,7322,9584,0.02570994199777488,359.78021169165936
7441,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ca10.json,random,1,"(836.8, 13.663820841916802)",390.8131416762528,15,34,5559,31358,19726,66657,2.8003076589993725,6481.247220263452
7442,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ca10.json,greedy_weighted,0,"(717, 28.469281690973517)",344.8340792859276,-1,34,5559,31358,19726,66657,0.5125964939979895,6435.268157873126
7443,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ca10.json,dependent,0,"(742.6, 19.191143790821847)",340.752411722512,267,34,5559,31358,19726,66657,5.063714334999531,6431.186490309711
7444,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ca10.json,greedy_weighted,1,"(715.2, 28.630403420140624)",344.8340792859276,-1,34,5559,31358,19726,66657,0.22455707100016295,6435.268157873126
7445,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa5.json,random,0,"(764.8, 38.62900464676769)",391.7849824176178,61,80,538,8503,38371,99401,2.730938127999252,1387.6975541231852
7446,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ca10.json,dependent,1,"(757.6, 52.70958167164676)",340.5349922528567,269,34,5559,31358,19726,66657,5.4543236089994025,6430.969070840056
7447,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa5.json,random,1,"(772, 33.926390907374746)",393.5859953528469,54,80,538,8503,38371,99401,3.1659936269970785,1389.4985670584142
7448,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa5.json,greedy_weighted,0,"(543.2, 33.37214407256447)",284.7500696691696,-1,80,538,8503,38371,99401,0.43884846500077396,1280.662641374737
7449,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa5.json,greedy_weighted,1,"(585.4, 53.420969665478744)",284.7500696691696,-1,80,538,8503,38371,99401,0.0888647489991854,1280.662641374737
7450,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ca10.json,mip_gurobi,0,"(734, 29.765752132274432)",327.9918476283535,357,34,5559,31358,19726,66657,9.61030519599808,6418.425926215553
7451,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa5.json,dependent,0,"(579.2, 35.3864380801459)",288.8008296011944,393,80,538,8503,38371,99401,7.178477926001506,1284.7134013067619
7452,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa5.json,dependent,1,"(587.4, 59.55921423256019)",285.3934141057846,397,80,538,8503,38371,99401,5.871554114000901,1281.305985811352
7453,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ca10.json,mip_gurobi,1,"(739, 17.219175357722563)",327.9918476283535,357,34,5559,31358,19726,66657,10.657806891998916,6418.425926215553
7454,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/db12.json,random,1,"(393.4, 21.915747762739013)",228.26866048914013,27,27,5028,20469,15153,34644,1.4617227929993533,3594.089717840639
7455,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/db12.json,dependent,0,"(333.6, 33.21596001924377)",186.1100808071129,378,27,5028,20469,15153,34644,2.5420431540005666,3551.9311381586117
7456,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/db12.json,greedy_weighted,0,"(302.6, 14.117365193264641)",188.8525672917181,-1,27,5028,20469,15153,34644,0.12122741500206755,3554.673624643217
7457,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/db12.json,random,0,"(388, 5.916079783099616)",228.19613456151475,33,27,5028,20469,15153,34644,1.7596398819987369,3594.0171919130134
7458,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/db12.json,greedy_weighted,1,"(294.4, 29.90484910512006)",188.8525672917181,-1,27,5028,20469,15153,34644,0.4516917629989621,3554.673624643217
7459,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ob7.json,random,1,"(1376.8, 55.87217554382504)",558.0869112969413,20,65,1943,21733,36232,151007,4.239278162000119,3655.8148800952204
7460,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/db12.json,dependent,1,"(331.8, 20.4132310034448)",187.35184134676587,357,27,5028,20469,15153,34644,2.7979929380016983,3553.172898698265
7461,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/jb5.json,random,0,"(718.6, 16.56200470957547)",382.6126857611112,54,72,528,8110,37467,94159,3.012796554998204,1319.8479453594043
7462,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/jb5.json,random,1,"(716.4, 25.61835279638408)",382.6434213664492,67,72,528,8110,37467,94159,3.1731175629975037,1319.8786809647424
7463,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ob7.json,random,0,"(1399, 34.777866524558405)",558.6934385125732,20,65,1943,21733,36232,151007,3.944197259999783,3656.4214073108524
7464,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ob7.json,greedy_weighted,0,"(1163.2, 57.05436004373373)",457.7803302657888,-1,65,1943,21733,36232,151007,0.21320378900054493,3555.508299064068
7465,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/db12.json,mip_gurobi,0,"(336.2, 13.971399357258385)",180.05021569897568,425,27,5028,20469,15153,34644,5.426245608003229,3545.8712730504744
7466,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ob7.json,greedy_weighted,1,"(1156.2, 61.09582637136517)",457.7803302657888,-1,65,1943,21733,36232,151007,0.17343378000077792,3555.508299064068
7467,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/jb5.json,greedy_weighted,0,"(533, 14.19506956657839)",271.2667178506272,-1,72,528,8110,37467,94159,0.12470721199861146,1208.5019774489203
7468,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa5.json,mip_gurobi,0,"(559.8, 27.994642344563)",268.21469442269813,499,80,538,8503,38371,99401,17.901321082998038,1264.1272661282655
7469,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/jb5.json,greedy_weighted,1,"(504, 43.812098785609436)",271.2667178506272,-1,72,528,8110,37467,94159,0.1411837369996647,1208.5019774489203
7470,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/db12.json,mip_gurobi,1,"(325.2, 25.06391828904651)",180.05021569897568,425,27,5028,20469,15153,34644,6.120056485000531,3545.8712730504744
7471,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sa5.json,mip_gurobi,1,"(596.4, 27.93385043276347)",268.21469442269813,499,80,538,8503,38371,99401,19.849957628000997,1264.1272661282655
7472,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/jb5.json,dependent,1,"(551.8, 17.866169147301832)",273.027499139037,419,72,528,8110,37467,94159,9.002507678997063,1210.2627587373302
7473,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/jb5.json,dependent,0,"(517.4, 36.23258202226278)",275.4863219187283,413,72,528,8110,37467,94159,10.713428832998034,1212.7215815170216
7474,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/nb14.json,random,1,"(231.6, 10.99090533122727)",153.52849089277476,45,32,2693,12204,14133,26255,4.434822282000823,1750.6616148644493
7475,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/nb14.json,dependent,1,"(188.4, 6.107372593840988)",117.73316774606104,412,32,2693,12204,14133,26255,3.5211860349991184,1714.8662917177357
7476,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/nb14.json,random,0,"(228.2, 10.47377677822093)",152.92483097305575,48,32,2693,12204,14133,26255,3.28891187300178,1750.0579549447305
7477,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/nb14.json,greedy_weighted,0,"(165.8, 13.103434664239753)",119.18237090372652,-1,32,2693,12204,14133,26255,0.7513174090017856,1716.315494875401
7478,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/nb14.json,dependent,0,"(185.4, 9.20869154657707)",118.11941055196459,413,32,2693,12204,14133,26255,3.4520038709997607,1715.2525345236393
7479,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sb11.json,random,1,"(629.4, 33.31366086157449)",317.8796477412997,17,26,5911,27957,17095,48791,4.790586314000394,5667.880658236218
7480,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/jb5.json,mip_gurobi,0,"(539.6, 43.2411840725945)",255.54690816298358,509,72,528,8110,37467,94159,23.646858489002625,1192.7821677612767
7481,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sb11.json,random,0,"(615.2, 23.101947969814145)",318.7518733656818,15,26,5911,27957,17095,48791,5.616051738001262,5668.7528838605995
7482,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sb11.json,greedy_weighted,0,"(492.8, 23.941595602632667)",273.0003738635946,-1,26,5911,27957,17095,48791,0.1878487239991955,5623.001384358512
7483,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sb11.json,dependent,1,"(536.8, 23.910248848558645)",270.7966097729824,330,26,5911,27957,17095,48791,6.9334009339981995,5620.7976202679
7484,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sb11.json,dependent,0,"(545.2, 19.40876090841453)",271.2851478022757,307,26,5911,27957,17095,48791,7.226664316000098,5621.286158297194
7485,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/nb14.json,greedy_weighted,1,"(176.2, 16.361540269791227)",119.18237090372652,-1,32,2693,12204,14133,26255,0.2434851190009795,1716.315494875401
7486,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sb11.json,greedy_weighted,1,"(500.4, 20.525593779474445)",273.0003738635946,-1,26,5911,27957,17095,48791,0.2756347220019961,5623.001384358512
7487,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/nb14.json,mip_gurobi,1,"(176.4, 20.427922067601493)",113.78834394748709,462,32,2693,12204,14133,26255,3.993992178002373,1710.9214679191618
7488,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/nb14.json,mip_gurobi,0,"(183, 15.556349186104045)",113.78834394748709,462,32,2693,12204,14133,26255,4.167862521000643,1710.9214679191618
7489,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/jb5.json,mip_gurobi,1,"(535.6, 59.1210622367359)",255.54690816298358,509,72,528,8110,37467,94159,25.217676267999195,1192.7821677612767
7490,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ob7.json,dependent,0,"(1182.4, 16.71227094083865)",462.36764491396264,342,65,1943,21733,36232,151007,34.136323368999,3560.0956137122416
7491,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ia6.json,random,1,"(1256.8, 39.95872870850623)",521.3742351012817,25,67,1325,17656,38723,147026,3.8107740850027767,2819.1845807806903
7492,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ia6.json,random,0,"(1269, 49.27473997901968)",520.4414483011718,35,67,1325,17656,38723,147026,3.8470130599998815,2818.2517939805807
7493,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ob7.json,dependent,1,"(1206.6, 27.07027890510181)",465.12937038393113,354,65,1943,21733,36232,151007,33.13160212300136,3562.85733918221
7494,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ia6.json,greedy_weighted,0,"(1030.2, 11.987493482792805)",416.4050816421728,-1,67,1325,17656,38723,147026,0.17221119299938434,2714.2154273215815
7495,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sb11.json,mip_gurobi,0,"(528.8, 18.349386910739007)",259.81066388984465,380,26,5911,27957,17095,48791,11.744769040997198,5609.811674384762
7496,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ia6.json,greedy_weighted,1,"(1017.8, 39.27721986088119)",416.4050816421728,-1,67,1325,17656,38723,147026,0.16519355299897145,2714.2154273215815
7497,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ob7.json,mip_gurobi,0,"(1163.4, 35.93466293149276)",438.6292992620211,434,65,1943,21733,36232,151007,38.55304731499928,3536.3572680603
7498,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/sb11.json,mip_gurobi,1,"(540.8, 20.741263220932325)",259.81066388984465,380,26,5911,27957,17095,48791,11.865852449998783,5609.811674384762
7499,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/eb13.json,random,0,"(213.8, 11.819475453673906)",140.16154349065187,50,28,2338,10915,14200,26372,2.265616164000676,1458.2947603397026
7500,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/eb13.json,greedy_weighted,0,"(156.4, 3.507135583350036)",108.08782782073929,-1,28,2338,10915,14200,26372,0.15626402300040354,1426.22104466979
7501,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/eb13.json,random,1,"(213.4, 19.24318061028374)",140.20567459615623,32,28,2338,10915,14200,26372,2.492399291000765,1458.338891445207
7502,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb11.json,random,0,"(581.2, 18.873261509341727)",304.98781437156794,23,26,5921,26469,16640,45010,4.107991161999962,5283.124570237068
7503,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/eb13.json,dependent,0,"(174.4, 13.903237033151667)",106.2492650643587,405,28,2338,10915,14200,26372,2.684889398002269,1424.3824819134095
7504,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/eb13.json,dependent,1,"(162.2, 6.340346993658943)",105.84138988126007,413,28,2338,10915,14200,26372,3.926154180997401,1423.9746067303108
7505,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb11.json,random,1,"(561.4, 16.979399282660147)",304.1130804770193,23,26,5921,26469,16640,45010,6.327317825001956,5282.249836342519
7506,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb11.json,dependent,0,"(513.6, 27.051802158081816)",258.2277018722137,313,26,5921,26469,16640,45010,7.725718052002777,5236.364457737714
7507,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb11.json,greedy_weighted,0,"(463.2, 21.099763031844695)",260.71042518086,-1,26,5921,26469,16640,45010,0.24771930199858616,5238.84718104636
7508,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ob7.json,mip_gurobi,1,"(1161.8, 24.72245942457991)",438.6292992620211,434,65,1943,21733,36232,151007,47.133378657999856,3536.3572680603
7509,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb11.json,greedy_weighted,1,"(475.2, 11.945710527214361)",260.71042518086,-1,26,5921,26469,16640,45010,1.1584351829988009,5238.84718104636
7510,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/eb13.json,greedy_weighted,1,"(163.2, 5.263078946776306)",108.08782782073929,-1,28,2338,10915,14200,26372,0.1915749119980319,1426.22104466979
7511,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb11.json,dependent,1,"(486.8, 25.282404948896772)",257.93200265132947,325,26,5921,26469,16640,45010,6.93109743700188,5236.06875851683
7512,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/eb13.json,mip_gurobi,0,"(169.2, 17.093858546273278)",102.37179836331111,461,28,2338,10915,14200,26372,5.0108045380002295,1420.505015212362
7513,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/eb13.json,mip_gurobi,1,"(167.8, 11.344602240713423)",102.37179836331111,461,28,2338,10915,14200,26372,3.7815035940002417,1420.505015212362
7514,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ka16.json,random,1,"(40.8, 6.534523701081816)",37.470986855659255,187,23,529,2808,6472,8273,0.32344884000121965,313.6056585323777
7515,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ka16.json,random,0,"(42.8, 8.043631020876083)",37.78284539643288,180,23,529,2808,6472,8273,0.3193187649994797,313.9175170731513
7516,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ia6.json,dependent,0,"(1084.4, 41.21043557158793)",427.47757356781636,364,67,1325,17656,38723,147026,25.689584789000946,2725.287919247225
7517,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ka16.json,dependent,0,"(22.2, 5.540758070878027)",19.323711374667198,592,23,529,2808,6472,8273,0.8035129370000504,295.4583830513856
7518,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ia6.json,dependent,1,"(1103, 43.68638231760556)",424.6975692399806,367,67,1325,17656,38723,147026,26.1758013639992,2722.5079149193893
7519,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb11.json,mip_gurobi,0,"(501.4, 11.545561917897283)",248.68863457295836,383,26,5921,26469,16640,45010,9.456146987002283,5226.825390438458
7520,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ka16.json,dependent,1,"(21.6, 6.542170893518451)",19.314526838809922,591,23,529,2808,6472,8273,0.41331894200266106,295.44919851552834
7521,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ka16.json,greedy_weighted,1,"(24.2, 7.52994023880668)",20.021759362404048,-1,23,529,2808,6472,8273,0.015940964000037642,296.1564310391225
7522,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ka16.json,greedy_weighted,0,"(19.6, 3.1304951684997055)",20.021759362404048,-1,23,529,2808,6472,8273,0.016181767998205032,296.1564310391225
7523,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ka16.json,mip_gurobi,0,"(23.4, 6.18869937870632)",19.187071789946412,606,23,529,2808,6472,8273,0.4465013730005012,295.3217434666648
7524,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/da15.json,random,1,"(104.8, 13.736811857195978)",83.75308165153842,73,25,1197,6010,10857,16322,0.5914252729999134,713.1367567275329
7525,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/da15.json,random,0,"(114.2, 7.259476565152614)",84.2707537876154,79,25,1197,6010,10857,16322,0.6026931579981465,713.6544288636098
7526,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb11.json,mip_gurobi,1,"(481.8, 25.193253065056922)",248.68863457295836,383,26,5921,26469,16640,45010,8.849000037000225,5226.825390438458
7527,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ka16.json,mip_gurobi,1,"(29, 4.847679857416329)",19.187071789946412,606,23,529,2808,6472,8273,0.3992212170014682,295.3217434666648
7528,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb10.json,random,1,"(793.4, 11.371015785759862)",373.35816600023605,17,27,5613,30721,19148,62061,2.615491127999121,6287.9772840537535
7529,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb10.json,random,0,"(809, 48.92340952959023)",372.501472222851,27,27,5613,30721,19148,62061,3.034537667001132,6287.120590276368
7530,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/da15.json,greedy_weighted,0,"(73, 5.385164807134504)",58.196906034315795,-1,25,1197,6010,10857,16322,0.05209528399791452,687.5805811103103
7531,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/da15.json,dependent,0,"(81.4, 2.966479394838265)",56.370906063137454,468,25,1197,6010,10857,16322,1.865834256997914,685.7545811391319
7532,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/da15.json,dependent,1,"(74.8, 12.31665539016173)",56.39994570469059,478,25,1197,6010,10857,16322,2.666765652997128,685.783620780685
7533,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/da15.json,greedy_weighted,1,"(71.6, 10.382677881933928)",58.196906034315795,-1,25,1197,6010,10857,16322,0.11869310900146955,687.5805811103103
7534,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/da15.json,mip_gurobi,0,"(78.2, 9.67987603226405)",55.24570004031202,504,25,1197,6010,10857,16322,1.7493560699986117,684.6293751163065
7535,montgomery,0.078,700,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb10.json,dependent,0,"(688.6, 13.145341380123986)",323.63566766511883,269,27,5613,30721,19148,62061,6.2912473079995825,6238.2547857186355
