,G,p,budget,from_cache,method,trial_id,min_exposed_value,mip_value,greedy_intersection,maxD,I_size,v1_size,v2_size,num_cross_edges,duration,updated_MIP
721,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/fb12.json,dependent,0,"(221.6, 10.310189135025604)",138.40940483379538,205,21,3054,13423,14155,27524,3.365673733000221,1933.4789318047058
722,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/fb12.json,dependent,1,"(223.2, 10.377861051295687)",138.42975425813336,213,21,3054,13423,14155,27524,2.674718218000635,1933.4992812290438
723,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/bb8.json,dependent,1,"(1025.4, 31.421330334662787)",415.786933574177,140,41,4347,31615,23977,96300,13.282175688998905,6022.048407191416
724,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/fb12.json,greedy_weighted,0,"(224.6, 7.092249290598858)",140.32519069058384,-1,21,3054,13423,14155,27524,0.11291600100048528,1935.3947176614943
725,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/rb14.json,dependent,0,"(55.8, 7.19027120489902)",41.73495775206534,296,27,794,4023,8329,11279,1.070717438999054,429.6710238191417
726,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/rb14.json,random,1,"(81.2, 13.989281611290838)",59.663637995638645,41,27,794,4023,8329,11279,0.4587563749992114,447.599704062715
727,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/kb7.json,dependent,1,"(1218.2, 15.53061492665374)",474.3056363243891,191,53,1759,21067,36343,148986,30.39195856600054,3389.967663662306
728,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/kb7.json,dependent,0,"(1248.6, 68.31764047447774)",477.15120562109536,187,53,1759,21067,36343,148986,30.49566371299989,3392.8132329590126
729,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/rb14.json,random,0,"(78.8, 14.446452851824906)",60.1859453577229,42,27,794,4023,8329,11279,0.8709825569985696,448.12201142479927
730,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/fb12.json,greedy_weighted,1,"(217.4, 7.797435475847171)",140.32519069058384,-1,21,3054,13423,14155,27524,0.9195980479998979,1935.3947176614943
731,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/rb14.json,dependent,1,"(51.4, 7.127411872482185)",41.67412480640177,296,27,794,4023,8329,11279,0.9128043279997656,429.61019087347813
732,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/fb12.json,mip_gurobi,1,"(214.6, 13.352902306240393)",135.145175354136,237,21,3054,13423,14155,27524,3.6526245319982986,1930.2147023250463
733,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/rb14.json,greedy_weighted,0,"(56.6, 6.2289646009589745)",42.86142051395815,-1,27,794,4023,8329,11279,0.03507884200007538,430.7974865810345
734,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/fb12.json,mip_gurobi,0,"(222.4, 22.074872593063816)",135.145175354136,237,21,3054,13423,14155,27524,4.402119827000206,1930.2147023250463
735,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/rb14.json,greedy_weighted,1,"(46.4, 4.03732584763727)",42.86142051395815,-1,27,794,4023,8329,11279,0.02833592199931445,430.7974865810345
736,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/kb7.json,mip_gurobi,0,"(1236.8, 43.216894844493396)",454.9813139249175,253,53,1759,21067,36343,148986,31.66224856900044,3370.643341262835
737,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/rb14.json,mip_gurobi,1,"(56.6, 4.33589667773576)",41.32356923427032,307,27,794,4023,8329,11279,1.0054699219999748,429.2596353013467
738,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/rb14.json,mip_gurobi,0,"(57.4, 11.844830095868831)",41.32356923427032,307,27,794,4023,8329,11279,1.5423962020013278,429.2596353013467
739,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/kb7.json,mip_gurobi,1,"(1238.4, 37.7332744404723)",454.9813139249175,253,53,1759,21067,36343,148986,32.57786904600107,3370.643341262835
740,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ib15.json,dependent,0,"(53.2, 6.906518659932803)",39.054896991049056,299,32,725,3777,7825,10608,0.5463718329992844,415.45303219245034
741,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ib15.json,dependent,1,"(46.4, 7.829431652425353)",38.90996504697869,301,32,725,3777,7825,10608,0.5941850709987193,415.30810024837996
742,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ib15.json,random,1,"(76.4, 8.203657720797473)",56.70554368517935,35,32,725,3777,7825,10608,0.6260050370001409,433.1036788865806
743,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ib15.json,random,0,"(63.4, 9.071934744033381)",55.9828577074914,44,32,725,3777,7825,10608,1.059784976001538,432.38099290889267
744,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ib15.json,greedy_weighted,0,"(44.4, 6.465291950097845)",40.06824142168692,-1,32,725,3777,7825,10608,0.033168711999678635,416.4663766230882
745,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/bb8.json,mip_gurobi,0,"(1016.8, 40.92309861190866)",403.8857547029766,182,41,4347,31615,23977,96300,20.488830876000065,6010.147228320216
746,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/bb8.json,mip_gurobi,1,"(1023, 23.355941428253324)",403.8857547029766,182,41,4347,31615,23977,96300,20.83293408200007,6010.147228320216
747,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ib15.json,mip_gurobi,0,"(45.6, 5.128352561983234)",38.616244223829774,303,32,725,3777,7825,10608,1.4154294560012204,415.014379425231
748,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ib15.json,greedy_weighted,1,"(48, 3.082207001484488)",40.06824142168692,-1,32,725,3777,7825,10608,0.0339765989992884,416.4663766230882
749,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ib15.json,mip_gurobi,1,"(47.4, 5.319774431308154)",38.616244223829774,303,32,725,3777,7825,10608,1.367067348999626,415.014379425231
750,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa5.json,mip_gurobi,0,"(819, 31.64648479689332)",349.70401605369216,281,60,787,11279,39279,118975,23.282997879001414,1699.506837442891
751,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qa5.json,mip_gurobi,1,"(838.6, 32.95906552073344)",349.70401605369216,281,60,787,11279,39279,118975,22.174805808999732,1699.506837442891
752,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/va8.json,random,0,"(1291.8, 50.18665161175828)",487.1360364590718,5,44,3512,30093,27122,116681,3.2985264009985262,5415.541349154672
753,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/va8.json,random,1,"(1285.4, 25.481365740477884)",486.2537509724778,4,44,3512,30093,27122,116681,3.692059291999613,5414.6590636680785
754,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/va8.json,greedy_weighted,1,"(1125.4, 21.32604042010612)",444.43273367036835,-1,44,3512,30093,27122,116681,0.5532365290000598,5372.838046365969
755,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/va8.json,greedy_weighted,0,"(1120.6, 33.605059142932625)",444.43273367036835,-1,44,3512,30093,27122,116681,0.4961265040001308,5372.838046365969
756,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/va8.json,dependent,0,"(1161.2, 35.57667775383193)",443.0271241746189,158,44,3512,30093,27122,116681,8.035272883998914,5371.432436870219
757,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ha16.json,random,0,"(62.2, 9.833615815151617)",51.64242532899404,51,31,614,3372,7703,10495,0.4273872100002336,370.2147418300384
758,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ab11.json,random,1,"(509.6, 13.64917579929279)",279.594564010639,5,28,5591,24670,16286,42764,2.564321801000915,4711.157825550023
759,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ab11.json,random,0,"(533.8, 19.05780679931455)",279.35735274359934,8,28,5591,24670,16286,42764,3.1791031769989786,4710.920614282983
760,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ha16.json,random,1,"(59.4, 7.63544366752843)",51.67492424894618,49,31,614,3372,7703,10495,0.7594059579987515,370.24724074999057
761,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/va8.json,dependent,1,"(1135.8, 52.52332815045139)",444.16301101394674,149,44,3512,30093,27122,116681,8.628101754000454,5372.568323709547
762,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ha16.json,dependent,0,"(46.2, 5.890670590009257)",35.19791905229623,285,31,614,3372,7703,10495,0.4926211820002209,353.7702355533406
763,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ab11.json,dependent,0,"(482.4, 22.322634253152113)",248.36384827697287,163,28,5591,24670,16286,42764,3.3482914559990604,4679.927109816356
764,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ha16.json,dependent,1,"(52, 12.727922061357855)",35.26394716960547,281,31,614,3372,7703,10495,0.4918926459995418,353.8362636706498
765,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ab11.json,greedy_weighted,0,"(430.8, 17.469974241537965)",250.6887064492686,-1,28,5591,24670,16286,42764,0.2269108820000838,4682.251967988652
766,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ab11.json,greedy_weighted,1,"(454.4, 22.842942017174583)",250.6887064492686,-1,28,5591,24670,16286,42764,0.12739471799977764,4682.251967988652
767,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ha16.json,greedy_weighted,1,"(37.4, 7.231873892705818)",36.88503875174364,-1,31,614,3372,7703,10495,0.02117670199913846,355.45735525278803
768,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ha16.json,greedy_weighted,0,"(44.6, 7.602631123499285)",36.88503875174364,-1,31,614,3372,7703,10495,0.3527919899988774,355.45735525278803
769,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ab11.json,dependent,1,"(458.4, 25.83215051055564)",247.99272666281,177,28,5591,24670,16286,42764,3.5240320520006208,4679.5559882021935
770,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ib7.json,random,1,"(1339.2, 34.34676112823449)",521.5407559799194,5,44,2956,27565,30354,133285,5.00271552400045,4789.086618426885
771,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ib7.json,greedy_weighted,0,"(1204, 25.768197453450252)",467.678347689112,-1,44,2956,27565,30354,133285,0.187068081999314,4735.224210136078
772,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ha16.json,mip_gurobi,1,"(40.4, 6.8044103344816005)",34.995319707624674,293,31,614,3372,7703,10495,1.0572005359990726,353.56763620866906
773,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ib7.json,random,0,"(1365, 18.533752992850637)",521.8390778918431,7,44,2956,27565,30354,133285,4.220055712999965,4789.3849403388085
774,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ha16.json,mip_gurobi,0,"(45.2, 2.7748873851023212)",34.995319707624674,293,31,614,3372,7703,10495,0.5514095460002864,353.56763620866906
775,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ib7.json,greedy_weighted,1,"(1210.8, 42.669661353237856)",467.678347689112,-1,44,2956,27565,30354,133285,0.2526920760010398,4735.224210136078
776,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ib7.json,dependent,1,"(1241.4, 58.45767699797863)",469.15038669366476,178,44,2956,27565,30354,133285,9.989033204999943,4736.69624914063
777,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ab11.json,mip_gurobi,0,"(462, 10.677078252031311)",242.16262336734798,203,28,5591,24670,16286,42764,9.140446953999344,4673.725884906731
778,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ib7.json,dependent,0,"(1279.6, 33.75351833513063)",468.91144109833357,167,44,2956,27565,30354,133285,11.168797954998805,4736.4573035452995
779,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/va8.json,mip_gurobi,0,"(1132.6, 55.66686626710722)",430.2809593181095,212,44,3512,30093,27122,116681,18.607537182999295,5358.68627201371
780,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ab11.json,mip_gurobi,1,"(445, 19.6596032513375)",242.16262336734798,203,28,5591,24670,16286,42764,10.665378024999884,4673.725884906731
781,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ta11.json,greedy_weighted,0,"(541.4, 29.996666481460903)",288.1751729879344,-1,28,5964,27391,16999,48261,0.5096088560003409,5516.29903435963
782,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ta11.json,random,0,"(613.8, 16.068602926203635)",316.20908815978953,3,28,5964,27391,16999,48261,2.4079807119996985,5544.332949531486
783,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb16.json,random,1,"(57, 8.154753215150045)",45.920290795903206,50,24,598,3102,6884,9060,0.35435333699933835,344.4799114381252
784,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb16.json,random,0,"(62.2, 13.442470011125186)",45.66457934948151,53,24,598,3102,6884,9060,0.3952329280000413,344.22419999170353
785,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ta11.json,random,1,"(596, 14.543039572248986)",316.11292431655625,8,28,5964,27391,16999,48261,2.6852201159999822,5544.236785688252
786,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/va8.json,mip_gurobi,1,"(1131.4, 22.65612499965517)",430.2809593181095,212,44,3512,30093,27122,116681,23.50910923400079,5358.68627201371
787,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/fb7.json,random,0,"(1281.2, 25.606639763936226)",498.5455879816586,3,42,3478,29499,27817,120527,3.7791682620008933,5339.484076861265
788,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb16.json,dependent,0,"(36.8, 7.5960516059331775)",30.129708701688827,313,24,598,3102,6884,9060,0.9306214759999419,328.6893293439108
789,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ib7.json,mip_gurobi,0,"(1260, 61.08600494384945)",454.25361220195504,233,44,2956,27565,30354,133285,17.602098756000487,4721.79947464892
790,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb16.json,dependent,1,"(39, 9.565563234854496)",30.156905604409854,311,24,598,3102,6884,9060,0.4468092759998399,328.7165262466319
791,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ta11.json,dependent,0,"(571, 27.44995446262161)",283.94304719315176,166,28,5964,27391,16999,48261,3.552287390000856,5512.066908564848
792,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb16.json,greedy_weighted,0,"(37, 5.744562646538029)",30.975519182628556,-1,24,598,3102,6884,9060,0.02950411600068037,329.53513982485055
793,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ta11.json,greedy_weighted,1,"(548.4, 27.75427894938004)",288.1751729879344,-1,28,5964,27391,16999,48261,0.5226630519991886,5516.29903435963
794,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb16.json,greedy_weighted,1,"(35.4, 6.348228099241551)",30.975519182628556,-1,24,598,3102,6884,9060,0.018128993999198432,329.53513982485055
795,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb16.json,mip_gurobi,0,"(40.8, 3.7013511046643495)",29.91718233403192,322,24,598,3102,6884,9060,0.4381603990004805,328.4768029762539
796,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ta11.json,dependent,1,"(555.2, 30.103155980727337)",284.7999084969008,164,28,5964,27391,16999,48261,4.536119716998655,5512.9237698685965
797,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/qb16.json,mip_gurobi,1,"(39.6, 3.646916505762094)",29.91718233403192,322,24,598,3102,6884,9060,1.477809306999916,328.4768029762539
798,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ib7.json,mip_gurobi,1,"(1264.2, 48.46854650182941)",454.25361220195504,233,44,2956,27565,30354,133285,18.52627621100146,4721.79947464892
799,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/fb7.json,random,1,"(1290, 30.854497241083024)",498.99886270323196,8,42,3478,29499,27817,120527,4.2348263380008575,5339.937351582838
800,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/fb7.json,greedy_weighted,1,"(1146.4, 29.296757499764368)",454.78828656704695,-1,42,3478,29499,27817,120527,0.6056653660016309,5295.726775446654
801,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/fb7.json,greedy_weighted,0,"(1159.8, 49.0581287861655)",454.78828656704695,-1,42,3478,29499,27817,120527,0.6004131620011322,5295.726775446654
802,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/fb7.json,dependent,0,"(1205.2, 56.72036671249579)",453.0992447377951,150,42,3478,29499,27817,120527,8.822830093000448,5294.0377336174015
803,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ta11.json,mip_gurobi,0,"(564.2, 23.93115124685814)",277.5883813316585,193,28,5964,27391,16999,48261,8.759813000999202,5505.712242703355
804,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/fb7.json,dependent,1,"(1175.4, 29.534725324607304)",453.9984432024266,143,42,3478,29499,27817,120527,9.23711079199893,5294.936932082033
805,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/wa5.json,random,1,"(1216.2, 33.74462920228936)",511.5156912478089,7,73,1205,15984,39669,143470,4.0100532339984065,2539.3081423775398
806,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ta11.json,mip_gurobi,1,"(555.8, 28.06599365780588)",277.5883813316585,193,28,5964,27391,16999,48261,9.299832202999823,5505.712242703355
807,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/wa5.json,greedy_weighted,1,"(1067.8, 52.260884033854616)",430.3381824339807,-1,73,1205,15984,39669,143470,0.4883683820007718,2458.130633563712
808,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/wa5.json,random,0,"(1171.6, 73.61249893869926)",510.515638728779,12,73,1205,15984,39669,143470,4.517468430998633,2538.30808985851
809,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/wa5.json,greedy_weighted,0,"(1100.4, 48.15391988197845)",430.3381824339807,-1,73,1205,15984,39669,143470,0.4967144040001586,2458.130633563712
810,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/wa5.json,dependent,0,"(1070, 35.156791662493895)",434.3391106620353,200,73,1205,15984,39669,143470,8.313615192000723,2462.131561791766
811,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/wa5.json,dependent,1,"(1085.8, 46.78888756959285)",432.652481071797,200,73,1205,15984,39669,143470,9.648941604998981,2460.444932201528
812,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/fb7.json,mip_gurobi,0,"(1161.4, 30.196026228628163)",440.1624106585984,203,42,3478,29499,27817,120527,16.07839765099925,5281.100899538205
813,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/fb7.json,mip_gurobi,1,"(1176, 21.644860821913362)",440.1624106585984,203,42,3478,29499,27817,120527,16.757430249999747,5281.100899538205
814,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ja7.json,random,0,"(1385, 46.674404120459855)",537.1537443737782,4,67,1803,21199,36444,150694,3.7875109729993715,3445.796094165279
815,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ub10.json,random,0,"(724, 29.180472922829747)",363.1804734121919,2,27,5639,29955,18607,58314,2.8339791060006974,6090.625633107851
816,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ja7.json,random,1,"(1340.8, 42.26345939461179)",536.7106240230485,13,67,1803,21199,36444,150694,3.804483679999976,3445.352973814549
817,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ub10.json,random,1,"(731.8, 25.538206671573473)",363.18874286377684,1,27,5639,29955,18607,58314,3.4275672160001704,6090.633902559436
818,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ub10.json,greedy_weighted,0,"(674.2, 30.638211436048284)",333.7910162655441,-1,27,5639,29955,18607,58314,0.5121342499987804,6061.236175961204
819,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ia12.json,random,0,"(345.6, 19.30802941783547)",215.55521740108404,7,24,4456,18817,15121,32866,2.287474609000128,3194.1689885045585
820,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ub10.json,dependent,0,"(702, 37.16180835212409)",329.294630857185,148,27,5639,29955,18607,58314,3.9619837150003145,6056.739790552845
821,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ub10.json,dependent,1,"(696.4, 43.7469998971358)",328.8236860977993,142,27,5639,29955,18607,58314,4.149813555999572,6056.268845793459
822,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ja7.json,greedy_weighted,1,"(1213.8, 40.45614909998232)",470.7443592147946,-1,67,1803,21199,36444,150694,0.5622795609997411,3379.3867090062954
823,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ub10.json,greedy_weighted,1,"(663.8, 25.489213404889526)",333.7910162655441,-1,27,5639,29955,18607,58314,0.5432497849997162,6061.236175961204
824,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ja7.json,greedy_weighted,0,"(1207.6, 37.085037414029934)",470.7443592147946,-1,67,1803,21199,36444,150694,0.17657825799869895,3379.3867090062954
825,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ia12.json,greedy_weighted,1,"(309.6, 17.271363582531635)",187.6422281953544,-1,24,4456,18817,15121,32866,0.3390254430014465,3166.255999298829
826,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ia12.json,random,1,"(351, 25.563646062328434)",215.01828148071343,10,24,4456,18817,15121,32866,2.3030844669992803,3193.632052584188
827,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ia12.json,dependent,0,"(331.4, 19.007893097342482)",186.68480425305677,206,24,4456,18817,15121,32866,3.858268603000397,3165.2985753565313
828,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ub10.json,mip_gurobi,0,"(694.6, 11.238327277669038)",321.09176590850893,173,27,5639,29955,18607,58314,10.58229819799999,6048.536925604169
829,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ia12.json,greedy_weighted,0,"(301, 20.700241544484452)",187.6422281953544,-1,24,4456,18817,15121,32866,0.9270463360007852,3166.255999298829
830,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ia12.json,mip_gurobi,0,"(313.4, 17.052858997833763)",182.338685764236,244,24,4456,18817,15121,32866,7.872775840998656,3160.95245686771
831,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ia12.json,mip_gurobi,1,"(305.8, 18.5930094390338)",182.338685764236,244,24,4456,18817,15121,32866,8.314673569999286,3160.95245686771
832,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ub10.json,mip_gurobi,1,"(695, 20.796634343085422)",321.09176590850893,173,27,5639,29955,18607,58314,11.547025674999533,6048.536925604169
833,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ia12.json,dependent,1,"(318.8, 26.602631448787168)",186.51689390660968,201,24,4456,18817,15121,32866,6.838601461999133,3165.130665010084
834,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/vb11.json,dependent,0,"(500.2, 18.525657883055057)",271.11701646405817,157,23,5881,26613,16609,44523,7.598222208000152,5257.219609682092
835,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/vb11.json,greedy_weighted,1,"(474.2, 22.84075305238424)",275.4125775935329,-1,23,5881,26613,16609,44523,0.3028454219984269,5261.515170811566
836,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/vb11.json,random,0,"(569.2, 38.609584302346484)",302.83685213635687,6,23,5881,26613,16609,44523,5.495138341000711,5288.939445354391
837,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/vb11.json,dependent,1,"(505, 42.96510211788167)",270.62538073093225,165,23,5881,26613,16609,44523,6.72715555799914,5256.727973948966
838,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ja7.json,dependent,0,"(1238.8, 66.41310111717416)",473.7187843644674,189,67,1803,21199,36444,150694,28.005042875000072,3382.361134155968
839,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/vb11.json,greedy_weighted,0,"(497.4, 26.81044572550035)",275.4125775935329,-1,23,5881,26613,16609,44523,1.006248873000004,5261.515170811566
840,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/vb11.json,random,1,"(571, 17.98610574860495)",301.5826983032511,11,23,5881,26613,16609,44523,4.150641099000495,5287.685291521285
841,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/eb7.json,random,0,"(1372.2, 63.33008763613074)",521.6921071052897,4,45,2690,26982,31238,137135,5.997277839998787,4704.357169234572
842,montgomery,0.078,400,/home/ubuntu/ContactTracing/data/SIR_Cache/time_trials/ja7.json,dependent,1,"(1255, 33.85262175962151)",473.1501793308448,190,67,1803,21199,36444,150694,28.908226731999093,3381.7925291223455
